,Names,Gender,Hair_Color,Tags,Anime,Manga
8910,Megumi,Female,Brown Hair,"['Freckles', 'Pigtails']","[""Viper's Creed""]",
8911,Captain,Male,,"['Adult', 'Facial Hair', 'Warrior']",['The Tibetan Dog'],
8912,Master,Male,Grey Hair,"['Closed Eyes', 'Elderly', 'Piercings']",['The Tibetan Dog'],
8913,Nozomi's Aunt,Female,,['Adult'],['Nozomi x Kimio'],
8914,Carla,Female,Brown Hair,"['Big Eater', 'Muscular']",['Ozma'],
8915,Otome HANABUSA,Female,Pink Hair,"['Adult', 'Cook', 'Headband', 'Maid', 'Sadistic']",['Karakasa no Saien'],
8916,May Blue,Female,Brown Hair,"['Android', 'Headband', 'Maid', 'Robot']",['Hand Maid May Special'],
8917,May Yellow,Female,Brown Hair,"['Android', 'Headband', 'Maid', 'Robot']",['Hand Maid May Special'],
8918,Keita,Male,Black Hair,['Natsuiro Kiseki'],,
8919,Doto KAZAHANA,Male,Brown Hair,"['Adult', 'Ninja', 'Royalty', 'Ruthless']",['Naruto Movie 1: Ninja Clash in the Land of Snow'],
8920,Hatsumi NARITA,Female,Brown Hair,"['High School Student', 'Teenager']","['Hot Gimmick', 'Hot Gimmick S (Light Novel)']",
8921,Fezarl EZELCANT,Male,Grey Hair,"['Adult', 'Cape', 'Charismatic', 'Hair Antenna', 'Mecha Pilot', 'Politician', 'Warmonger']",['Mobile Suit Gundam AGE'],
8922,Yoshihiko GUNJI,Male,Black Hair,"['Military', 'Sunglasses']","['Mahoromatic', 'Mahoromatic 2', 'Mahoromatic: Year End Special']",
8923,Town Councillor,Male,Grey Hair,"['Dark-skinned', 'Glasses']","['Mahoromatic', 'Mahoromatic: Year End Special']",
8924,Kanzaki,Male,Black Hair,['Closed Eyes'],['Mahoromatic'],
8925,Cliff STRIVE,Male,Blonde Hair,"['Adult', 'Sadistic', 'Teacher']",['Holy Knight'],
8926,Kumi YASUDA,Female,Brown Hair,['Singer'],['Un-Go: Chapter of Inga'],
8927,Loretta ORATORIO,Female,Black Hair,"['Cape', 'Flirt', 'Hair Antenna', 'Magic User', 'Thief', 'Traveler', 'Treasure Hunter']",['Wild Arms: Twilight Venom'],
8928,Todoroki,Male,,"['Adult', 'Heavy Drinker']",['Love on the Job'],
8929,Ririko OONUKI,Female,Brown Hair,"['High School Student', 'Pigtails', 'Small Stature', 'Teenager']",['Is this Girl for Real!?'],
8930,Hiroko,Female,,['Adult'],['Is this Girl for Real!?'],
8931,Ngvangida,Female,,"['Dark-skinned', 'Middle School Student', 'Piercings', 'Royalty']",['Gakkatsu!'],
8932,Paracelsus,Male,,"['Doctor', 'Flirt', 'Heterochromia', 'Pervert', 'Smoker']",['Enchanter'],
8933,Satomi,Female,Green Hair,"['High School Student', 'Teenager']",['The Four Seasons'],
8934,Hidemitsu TORII,Male,Pink Hair,"['Adult', 'Smoker']",['Penguin Revolution'],
8935,Shamus,Male,Brown Hair,"['Monster Tamer', 'Selfish']",['Pokemon: Black & White'],
8936,Senju,Female,Blonde Hair,['Legend of Basara'],['Basara'],
8937,Seizou AMAGI,Male,Grey Hair,"['Adult', 'Wealthy']",['Zetman'],['Zetman']
8938,Ebizou,Male,Brown Hair,"['Monster', 'Ruthless']",['Zetman'],
8939,Higan,Male,Red Hair,"['Fairy', 'Ponytail']",['The Four Seasons'],
8940,Mama,Female,Brown Hair,"['Adult', 'Bartender']",['Shoubushi Densetsu Tetsuya'],
8941,Yuu,Male,Black Hair,"['Adult', 'Board Game Player', 'Gambler', 'Smoker']",['Shoubushi Densetsu Tetsuya'],
8942,Ally REIN,Female,Purple Hair,"['Adult', 'Glasses', 'Military']",['Mobile Suit Gundam AGE'],
8943,Michiko HIROTA,Female,Brown Hair,['Texhnolyze'],,
8944,Bellinus,Male,,"['Adult', 'Ponytail', 'Rapunzel Hair']",['Dawn of the Arcana'],
8945,Souta,Male,Brown Hair,['Manyuu Hiken-chou'],['Manyuu Hiken-chou'],
8946,Magical Girl Moe P,Female,Orange Hair,"['Headband', 'Magical Girl']",['Crayon Shin-chan'],
8947,President Brian STEGMEYER,Male,Grey Hair,"['Adult', 'Politician']",['Mobile Suit Gundam 00'],
8948,Agent 1,Male,Brown Hair,"['Adult', 'Glasses']",['Holy Knight'],
8949,Marie,Female,Brown Hair,"['Adult', 'Single Parent']",['Sengoku Collection'],
8950,Aso,Male,,"['Adult', 'Gay', 'LGBT+', 'Seme', 'Smoker']",['Play Mate'],
8951,Franz JUCHHEIM,Male,,"['Bald', 'Facial Hair', 'Merchant', 'Overweight']",['Blassreiter'],
8952,Rikuo's Mother,Female,,['Adult'],['Come Come Vanilla!'],
8953,Prince Jenelope JUNE,Male,Brown Hair,"['Closed Eyes', 'Facial Hair', 'Hat', 'Royalty']",['Sket Dance'],
8954,Chizuru TOUGUU,Female,Brown Hair,['Teenager'],['Otome Nadeshiko Koi Techou'],['Otome Nadeshiko Koi Techou (Light Novel)']
8955,Nigel GARRETT,Male,Grey Hair,"['Adult', 'Mecha Pilot', 'Military']",['Mobile Suit Gundam Unicorn'],['Mobile Suit Gundam Unicorn: Bande Dessinee']
8956,Bancroft,Male,Blonde Hair,"['Adult', 'Glasses', 'Mechanic', 'Overweight', 'Teacher']","['Mobile Suit Gundam Unicorn', 'Mobile Suit Gundam Unicorn RE:0096']",
8957,Tomura,Male,Black Hair,"['Hat', 'Mechanic', 'Military']",['Mobile Suit Gundam Unicorn'],
8958,Natsumi KASAHARA,Female,Black Hair,"['High School Student', 'Pervert', 'Teenager', 'Twin']",['Haru to Natsu'],
8959,Oliver,Male,Red Hair,"['Hat', 'Musician', 'Poor']",['The Big O'],
8960,Melmo,Female,Black Hair,"[""Tezuka's Star System""]","['Marvelous Melmo', 'Ravex in Tezuka World']","[""Apollo's Song"", 'Black Jack', 'Marvelous Melmo', 'Nana-iro Inko', 'Unico', 'Young Black Jack']"
8961,Omasu,Female,Brown Hair,"['Dual Wielder', 'Ninja']","['Rurouni Kenshin', 'Rurouni Kenshin: New Kyoto Arc']",['Rurouni Kenshin']
8962,Bruno,Male,Blonde Hair,"['Mecha Pilot', 'Military']","['Turn A Gundam', 'Turn A Gundam I: Earth Light', 'Turn A Gundam II: Moonlight Butterfly']",
8963,Jacop,Male,Brown Hair,"['Hat', 'Mecha Pilot', 'Military']","['Turn A Gundam', 'Turn A Gundam I: Earth Light', 'Turn A Gundam II: Moonlight Butterfly']",
8964,Kubota,Female,Black Hair,['Glasses'],['You and Me. 2'],
8965,Miyabi,Female,Brown Hair,"['Animal', 'Animal Ears', 'Cat']",['Koi Neko'],
8966,Matsui,Male,Black Hair,"['Adult', 'Detective', 'Overweight', 'Police']","['Mobile Police Patlabor Minimum: Minipato', 'Patlabor 2: The Movie', 'Patlabor: The Mobile Police', 'Patlabor: The Mobile Police - New Files', 'Patlabor: The Mobile Police TV', 'Patlabor: The Movie']",
8967,Miki AMAGI,Female,Red Hair,['Rapunzel Hair'],['Hyper Speed GranDoll'],
8968,Captain Zellman,Male,Brown Hair,"['Adult', 'Facial Hair', 'Genetically Engineered', 'Hat', 'Military']",['Mobile Suit Gundam SEED'],
8969,George ALLSTER,Male,Brown Hair,"['Adult', 'Politician']","['Mobile Suit Gundam SEED', 'Mobile Suit Gundam SEED Movie I: The Empty Battlefield']",
8970,Yaru ASHMAN,Male,Brown Hair,['Child'],['Mobile Suit Gundam SEED'],
8971,Silvia NOVENTA,Female,Blonde Hair,['Teenager'],['Mobile Suit Gundam Wing'],
8972,Mrs. Darlian,Female,Blonde Hair,['Adult'],['Mobile Suit Gundam Wing'],
8973,Milanda,Female,Brown Hair,"['Mole', 'Pipe', 'Smoker']",['Gungrave'],
8974,Kazu,Male,Brown Hair,"['Magic User', 'Video Gamer']","['.hack//Another Birth (Light Novel)', '.hack//Legend of the Twilight', '.hack//XXXX']",
8975,Hiromi,Female,Blonde Hair,"['Computer Programmer', 'High School Student', 'Teenager']",['Computer Kakumei: Saikyou x Saisoku no Zunou Tanjou'],
8976,Na,Alien,,"['PES: Peace Eco Smile', 'PES: Peace Eco Smile - Drive Your Heart']",,
8977,Su,Male,,['Alien'],"['PES: Peace Eco Smile', 'PES: Peace Eco Smile - Drive Your Heart']",
8978,Yuu,Male,Brown Hair,['Child'],['Mobile Suit Gundam AGE'],
8979,Dino Tricera,Male,,"['Dinosaur', 'Horns']",['Dinozaurs: The Series'],
8980,Dino Sabre,Male,,['Dinozaurs: The Series'],,
8981,Purple wa Ore no Yome,Male,Black Hair,['Otaku'],['Sket Dance'],
8982,Balest ROSITA,Male,,"['Adult', 'Bald', 'Disabled', 'Eye Patch', 'Facial Hair', 'Terrorist', 'Wheelchair']","['Mobile Suit Gundam: The 08th MS Team', ""Mobile Suit Gundam: The 08th MS Team - Miller's Report""]",
8983,Leontes VAN DE MONTAGUE,Male,Black Hair,"['Adult', 'Facial Hair', 'Hat', 'Nobility', 'Ruthless']",['Romeo x Juliet'],['Romeo x Juliet']
8984,Abram,Male,Brown Hair,"['Adult', 'Knife Fighter', 'Military']",['Romeo x Juliet'],
8985,Erika's Mother,Female,Red Hair,['Adult'],['Ginga e Kickoff!!'],
8986,Magdalena VON WESTFALEN,Female,Black Hair,"['Adult', 'Nobility']","['Legend of the Galactic Heroes', 'Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights', 'Legend of the Galactic Heroes: Overture to a New War', 'Legend of the Galactic Heroes: Spiral Labyrinth']",
8987,Haraguchi,Male,,"['Butler', 'Crossdresser']",['Fuwa Kyun'],
8988,Ulen HIBIKI,Male,Blonde Hair,"['Adult', 'Scientist']","['Mobile Suit Gundam SEED', 'Mobile Suit Gundam SEED Movie III: The Rumbling Sky']",
8989,Blackie,Black Hair,,"['Animal', 'Cat']",['Sengoku Collection'],
8990,Kaede,Female,Blue Hair,['≒'],,
8991,Ikeya,Male,Black Hair,"['Adult', 'Mecha Pilot', 'Military']","['Mobile Suit Gundam SEED Destiny', 'Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future', 'Mobile Suit Gundam SEED Destiny Special Edition III: The Hell Fire of Destiny', 'Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom']",
8992,Dwight GREENHILL,Male,Brown Hair,"['Adult', 'Hat', 'Military']","['Legend of the Galactic Heroes', 'Legend of the Galactic Heroes: A Hundred Billion Stars, A Hundred Billion Lights', 'Legend of the Galactic Heroes: Die Neue These Second 1', 'Legend of the Galactic Heroes: Die Neue These Second 2', 'Legend of the Galactic Heroes: Die Neue These Second 3', 'Legend of the Galactic Heroes: My Conquest is the Sea of Stars', 'Legend of the Galactic Heroes: Overture to a New War']",
8993,Hikaru,Male,Grey Hair,"['Dark-skinned', 'Masked Hero', 'Secret Identity']","['Papillon Rose', 'Papillon Rose OVA']",
8994,Karl Robert STEINMETZ,Male,Brown Hair,"['Adult', 'Facial Hair', 'Military']","['Legend of the Galactic Heroes', 'Legend of the Galactic Heroes: My Conquest is the Sea of Stars', 'Legend of the Galactic Heroes: Overture to a New War']",
8995,Monk,Male,,"['Bald', 'Biker', 'Closed Eyes', 'Monk']",['Poyopoyo'],
8996,Arle HEINESSEN,Male,Blonde Hair,"['Adult', 'Politician']","['Legend of the Galactic Heroes', 'Legend of the Galactic Heroes: Die Neue These Second 3']",
8997,Ralph CARLSEN,Male,Grey Hair,"['Adult', 'Facial Hair', 'Hat', 'Military']",['Legend of the Galactic Heroes'],
8998,Soun SOULSZZCUARITTER,Male,Blonde Hair,"['Adult', 'Hat', 'Military']",['Legend of the Galactic Heroes'],
8999,Pogo,Male,Black Hair,"['Adult', 'Facial Hair', 'Giant', 'Headband', 'Pirate']",['One Piece Movie 4: Dead End Adventure'],
9000,Magarfunkle,Male,Brown Hair,"['Artist', 'Glasses', 'High School Student', 'Mangaka', 'Teenager']",['Sket Dance'],
9001,Taiki SARATANI,Male,Black Hair,"['High School Student', 'Pervert', 'Teenager']",['Sket Dance'],['Sket Dance']
9002,Aki,Female,Brown Hair,['Glasses'],['Gyo'],
9003,Sora's Mother,Female,Brown Hair,['Adult'],['.hack // The Movie'],
9004,Momo,Female,,['Alien'],['Outlanders'],['Outlanders']
9005,Kirala MITSUBOSHI,Female,Blue Hair,['Najica Blitz Tactics'],['Najica Blitz Tactics'],
9006,Dino Styraco,Male,,"['Dinosaur', 'Horns']",['Dinozaurs: The Series'],
9007,Mrs. TYLER,Female,Brown Hair,['Solty Rei'],,
9008,Katsuki SATOYAMA,Male,Black Hair,['Teenager'],['Katsu!'],
9009,Jemin JIN,Male,,['University Student'],['100% Perfect Girl'],
9010,Benjamin LANDRO,Male,,"['Adult', 'Glasses', 'Ponytail']",['100% Perfect Girl'],
9011,Gonzou,Male,Grey Hair,"['Butler', 'Facial Hair', 'Sunglasses']","[""One Piece Movie 7: Karakuri Castle's Mecha Giant Soldier""]",
9012,Ladow,Female,Purple Hair,"['Alien', 'Android', 'Robot', 'Ruthless']",['MAPS'],
9013,Rain,Female,Blue Hair,"['Alien', 'Android', 'Choker', 'Musician', 'Robot', 'Scantily-clad']",['MAPS'],
9014,Albert RUSSELL,Male,Grey Hair,"['Balding', 'Facial Hair', 'Glasses']",['The Legend of Heroes: Trails in the Sky'],
9015,Michele MANFREDI,Male,Black Hair,"['Adult', 'Cape', 'Gloves', 'Knight', 'Military', 'Piercings', 'Scar']",['Code Geass: Akito the Exiled'],
9016,Nikolai ROGOSHKIN,Male,Brown Hair,"['Mecha Pilot', 'Military', 'Teenager']",['Muv-Luv Alternative: Total Eclipse'],
9017,Yukie SAKAMOTO,Female,Black Hair,['Adult'],['Btooom!'],['Btooom!']
9018,Kouji YAMADA,Male,Black Hair,"['Adult', 'Facial Hair', 'Spirit Seer']","['Shaman King', 'Shaman King (2021)']","['Shaman King', 'Shaman King Kang Zeng Bang', 'Shaman King: Zero']"
9019,Hubert OSWELL,Male,Blue Hair,['Glasses'],"['Tales of Graces Comic Anthology', 'Tales of Graces f', 'Tales of Graces f: Sub Travels']",
9020,Kouta's Mother,Female,Brown Hair,['Adult'],['Poyopoyo'],
9021,Case,Male,Brown Hair,"['Adult', 'Scientist']",['Pokemon: Black & White'],
9022,Kim ABA,Male,Black Hair,"['Dark-skinned', 'Hat', 'Mercenary', 'Pilot', 'Sweet Tooth', 'Turban']",['Area 88 TV'],['Area 88']
9023,Remi TAKASHIMA,Female,Brown Hair,"['Bandages', 'Child', 'Elemental Powers', 'Fire Powers']",['The Devil Lady'],
9024,Ruvie,Female,Grey Hair,"['Elderly', 'Ponytail']","['Final Fantasy VII: On the Way to a Smile, Episode: Denzel']",
9025,Madoka TONO,Female,Brown Hair,"['Adult', 'Glasses', 'Teacher', 'Widow']",['Phi Brain: Puzzle of God'],
9026,Soichi NATSUME,Male,Black Hair,"['Adult', 'Explosives Expert', 'Glasses', 'Lawyer']",['Btooom!'],['Btooom!']
9027,Maekawa SHIZUYA,Male,Brown Hair,"['Adult', 'Big Ego', 'Facial Hair']",['Robotics;Notes'],
9028,Mari,Female,Black Hair,['Wealthy'],['Bride of Deimos'],['Bride of Deimos']
9029,Johnathan,Male,Multicolored Hair,"['Animal', 'Cat']",['Rozen Maiden: Ouvertüre'],
9030,Tasuke,Male,Black Hair,['Child'],"['Bottom Biting Bug', 'Bottom Biting Bug 2', 'Bottom Biting Bug 3', 'Bottom Biting Bug 4', 'Minna no Uta: Bottom Biting Bug']",
9031,Ryouko TAKAMURA,Female,Black Hair,['Teenager'],['Hell Girl'],
9032,Imari KAKIMOTO,Female,Brown Hair,"['Adult', 'Biker', 'Tomboy']","['Lonely Wolf, Lonely Sheep']",
9033,Tabata SHIGERU,Male,Brown Hair,"['Adult', 'Politician', 'Ruthless']",['Code:Breaker'],
9034,Mika's Coach,Male,Black Hair,"['Adult', 'Glasses']","['Initial D Fifth Stage', 'Initial D Final Stage']",
9035,Yuko OSHIMA,Female,,"['Idol', 'Pop Culture Icon']","['AKB48 Satsujin Jiken', 'AKB49: Renai Kinshi Jourei']",
9036,Romero SHIRAKOGAWA,Male,White Hair,['Life is Money'],,
9037,Miiko NEKOMACHI,Female,Blonde Hair,['Model'],['Life is Money'],
9038,Rick SVEN,Male,Blonde Hair,"['Adult', 'Facial Hair', 'Mecha Pilot', 'Military']",['Muv-Luv Alternative: Total Eclipse'],
9039,Kikuchi,Male,Black Hair,"['High School Student', 'Teenager']","[""Student Council's Discretion Lv. 2""]",
9040,Chief Petty Officer Yuuki,Male,Black Hair,"['Adult', 'Facial Hair', 'Hat', 'Military']",['Strike Witches Movie'],
9041,Amagi Lieutenant,Male,Grey Hair,"['Adult', 'Hat', 'Military']",['Strike Witches Movie'],
9042,Wes EVANS,Male,White Hair,"['Musician', 'Violinist']",['Soul Eater'],
9043,The Black Clown,Clown,,['Soul Eater'],,
9044,The Index,Verbal Tic,,['Soul Eater'],,
9045,Kaguya,Female,,['Frequently-Naked'],['Soul Eater'],
9046,Manning,Male,Blonde Hair,"['Glasses', 'Monster Tamer']",['Pokemon: Black & White - Rival Destinies'],
9047,Chihaya,Female,Black Hair,['Adult'],['Pokemon: Black & White - Rival Destinies'],
9048,Soran,Male,Purple Hair,"['Anti-Gravity Hair', 'Monster Tamer']",['Pokemon: Black & White - Rival Destinies'],
9049,Riku,Male,Purple Hair,['Monster Tamer'],['Pokemon: Black & White - Rival Destinies'],
9050,Boy,Male,Green Hair,['Child'],['The Disappearance of Haruhi Suzumiya'],
9051,Hokori,Female,,"['Pigtails', 'Verbal Tic']",['Nyoron! Churuya-san'],
9052,Boys,Male,Blue Hair,"['Pervert', 'Sharp Teeth']",['Aoi Sekai no Chuushin de'],['World War Blue']
9053,Harris,Male,,"['Cleft Chin', 'Military', 'Muscular', 'Piercings']",['Aoi Sekai no Chuushin de'],
9054,Yuki's Mother,Female,Brown Hair,"['Adult', 'Bossy', 'Selfish']",['Fruits Basket 2nd Season'],['Fruits Basket']
9055,Mamoru UCHUU,Male,Grey Hair,"['Hair Antenna', 'High School Student', 'Teenager']","[""Student Council's Discretion Lv. 2""]",
9056,Seiichi HACHIYA,Male,Black Hair,"['High School Student', 'Overweight', 'Teenager']",['Lucky Star'],
9057,Yuna's Mother,Female,Brown Hair,['Adult'],['Aikatsu!'],
9058,Istumo MITERU,Male,Brown Hair,"['Adult', 'Director', 'Facial Hair', 'Sunglasses']","['Aikatsu!', 'Aikatsu! 2', 'Aikatsu! 3', 'Aikatsu on Parade!']",
9059,Yorn,Male,Brown Hair,"['Farmer', 'Sword Fighter']","[""Eden's Bowy""]","[""Eden's Bowy""]"
9060,Denilmo,Female,Purple Hair,"['Deity', 'Hair Ribbons', 'Pointy Ears', 'Scythe Wielder', 'Wings']","[""Eden's Bowy""]","[""Eden's Bowy""]"
9061,Pretty Student,Male,Brown Hair,"['High School Student', 'Model', 'Rosy Cheeks', 'Teenager']","['Boku no Imouto wa ""Oosaka Okan""']",
9062,Linn SUZUKI,Female,Red Hair,"['Martial Artist', 'Ponytail', 'Snaggletooth', 'Sword Fighter']",['The Adventures of Kotetsu'],
9063,Kagari,Female,Black Hair,"['Ponytail', 'Sword Fighter']",['The Adventures of Kotetsu'],
9064,Kumiko,Female,Multicolored Hair,"['Animal', 'Cat']",['Patlabor: The Mobile Police TV'],
9065,Friederich TANNER,Male,Brown Hair,"['Adult', 'Teacher', 'Terrorist']","['The Qwaser Of Stigmata', 'The Qwaser of Stigmata II']",
9066,Georg TANNER,Male,Brown Hair,['Adult'],['The Qwaser Of Stigmata'],
9067,Yuika MIZUKI,Female,Blue Hair,['Chou Soku Henkei Gyrozetter'],,
9068,Daiya TSUWABUKI,Male,,['Teenager'],['Gaiking: Legend of Daiku-Maryu'],
9069,Nightmare,Male,Brown Hair,"['Facial Hair', 'Masks', 'Thief']","['Magic Kaito', 'Magic Kaito 1412']",
9070,Yui,Female,Brown Hair,['Penguindrum'],['Penguindrum (Light Novel)'],
9071,Donuke,Male,Brown Hair,['Monster Tamer'],"['Pokemon Movie 14: Black - Victini and Reshiram', 'Pokemon Movie 14: White - Victini and Zekrom']",['Pokemon the Movie: White - Victini and Zekrom']
9072,Hero of Truth,Male,Black Hair,"['Monster Tamer', 'Royalty']","['Pokemon Movie 14: Black - Victini and Reshiram', 'Pokemon Movie 14: White - Victini and Zekrom']",['Pokemon the Movie: White - Victini and Zekrom']
9073,Hero of Ideals,Male,,"['Monster Tamer', 'Royalty']","['Pokemon Movie 14: Black - Victini and Reshiram', 'Pokemon Movie 14: White - Victini and Zekrom']",['Pokemon the Movie: White - Victini and Zekrom']
9074,Miwa ASAKURA,Female,Brown Hair,"['Adult', 'Dancer']","['Aikatsu!', 'Aikatsu! 2']",
9075,Prince Pero GUULI,Male,Brown Hair,"['Adult', 'Facial Hair', 'Muscular', 'Royalty']",['Tantei Opera Milky Holmes'],
9076,Jeff,Male,Grey Hair,['Adult'],['Pokemon: Black & White - Rival Destinies'],
9077,Nero WOLFE,Male,,"['Detective', 'Ghost', 'Hat', 'Overweight']",['Tantei Opera Milky Holmes'],
9078,Mayura,Female,,"['Psychic Powers', 'Shrine Maiden']",['Samurai: Hunt for the Sword'],
9079,Whale,Animal,Whale,['Tantei Opera Milky Holmes 2'],,
9080,Hakkei Island Prison Warden,Male,,"['Cape', 'Facial Hair', 'Hat', 'Muscular', 'Prison Warden', 'Scantily-clad']",['Tantei Opera Milky Holmes 2'],
9081,Natural Harmony School Principal,Male,Grey Hair,"['Adult', 'Closed Eyes', 'School Principal']",['Vividred Operation'],
9082,Accomplice,Female,Blonde Hair,"['Adult', 'Hat', 'Sunglasses']",['Tantei Opera Milky Holmes: Alternative'],
9083,Principal,Male,Grey Hair,"['Closed Eyes', 'School Principal']",['This Ugly Yet Beautiful World'],['This Ugly Yet Beautiful World']
9084,Onodera,Male,Black Hair,"['Adult', 'Closed Eyes', 'Teacher']","['Boku no Imouto wa ""Oosaka Okan""']",
9085,Nimura,Male,Brown Hair,['Middle School Student'],['Dokidoki! Pretty Cure'],
9086,Dundee,Male,Brown Hair,['Monster Tamer'],['Pokemon Movie 4: Pokemon 4Ever'],
9087,Banks,Male,Grey Hair,"['Closed Eyes', 'Facial Hair']",['Pokemon Movie 8: Lucario and The Mystery of Mew'],
9088,Luka CARSON,Female,Brown Hair,"['Hat', 'Pigtails']",['Pokemon: Mewtwo Returns'],
9089,Michiko KOMACHI,Female,Brown Hair,['Space Brothers'],['Space Brothers'],
9090,Old Woman,Female,Grey Hair,"['Elderly', 'Glasses']","['Boku no Imouto wa ""Oosaka Okan""']",
9091,Valdou,Male,,"['Hair Ribbons', 'Ponytail']",['Kilala Princess'],
9092,Heikuro TODO,Male,Grey Hair,"['Adult', 'Facial Hair']","['Be Forever Yamato', 'Farewell to Space Battleship Yamato: In the Name of Love', 'Final Yamato', 'Space Battleship Yamato Movie', 'Space Battleship Yamato: The New Voyage', 'Star Blazers: Space Battleship Yamato 2199', 'Star Blazers: The Bolar Wars', 'Star Blazers: The Comet Empire', 'Star Blazers: The Quest for Iscandar']",
9093,Ame,Male,Purple Hair,"['Baby', 'Rosy Cheeks']","['Haré+Guu DELUXE', 'Haré+Guu FINAL']",
9094,Ghader TALAN,Male,Brown Hair,"['Alien', 'Facial Hair']","['Farewell to Space Battleship Yamato: In the Name of Love', 'Final Yamato', 'Space Battleship Yamato Movie', 'Space Battleship Yamato: The New Voyage', 'Star Blazers: Space Battleship Yamato 2199', 'Star Blazers: The Bolar Wars', 'Star Blazers: The Comet Empire', 'Star Blazers: The Quest for Iscandar']",
9095,Riichi NONAMI,Male,Black Hair,"['Rabbit Man, Tiger Man']",,
9096,Duck,Male,White Hair,"['Animal', 'Bird', 'Duck']",['Hello Kitty no Fushigi no Kuni no Alice'],
9097,Michaelo,Male,Brown Hair,"['Child', 'Crybaby']",['Romeo no Aoi Sora'],
9098,Kou,Male,Black Hair,['Adult'],['Otona Joshi no Anime Time 2'],
9099,Maho KATOU,Female,Black Hair,"['Adult', 'Part Time Employee', 'Ponytail']",['Otona Joshi no Anime Time 2'],
9100,Mai,Female,Brown Hair,"['Child', 'Elementary School Student', 'Pigtails', 'Rosy Cheeks']",['The Troubled Life of Miss Kotoura'],
9101,Cervantes,Male,Black Hair,"['Cape', 'Dark-skinned', 'Facial Hair', 'Goggles', 'Hat', 'Superpowers']",['Giant Robo'],
9102,Doki,Male,Brown Hair,"['Dark-skinned', 'Superpowers']",['Giant Robo'],
9103,Red Mask,Male,Black Hair,"['Masks', 'Superpowers']",['Giant Robo'],
9104,Sunny,Female,Brown Hair,['Psychic Powers'],['Giant Robo'],
9105,Yuuki,Male,Brown Hair,['Superpowers'],['Giant Robo'],
9106,Clyde HARLAOWN,Male,Blue Hair,"[""Magical Girl Lyrical Nanoha A's"", ""Magical Girl Lyrical Nanoha: The Movie 2nd A's""]",,
9107,Olstead,Male,Black Hair,"['Bandana', 'Closed Eyes', 'Pointy Ears']",['Leviathan: The Last Defense'],
9108,Yamatarou,Male,Brown Hair,"['Animal', 'Bear', 'Orphan']",['Yamatarou Kaeru'],
9109,Micchan,Male,Black Hair,"['Adult', 'Facial Hair']",['BECK: Mongolian Chop Squad'],
9110,Domino,Female,Black Hair,"['Gunslinger', 'Superpowers']",['X-Men: The Manga'],
9111,Takeo TSURUMARU,Male,Black Hair,['Teenager'],['Shadow Star Narutaru'],['Shadow Star Narutaru']
9112,Jose,Male,Black Hair,"['Genetically Engineered', 'Glasses']",['Cybersix'],
9113,Chinami NOKI,Female,Green Hair,"['Alien', 'Animal Ears', 'Bossy', 'Glasses', 'Half-Breed', 'High School Student', 'Student Council', 'Teenager']",['Mao-chan'],['Mao-chan']
9114,Akito KOBAYASHI,Male,White Hair,"['Choker', 'Gay', 'High School Student', 'LGBT+', 'Magic User', 'Piercings', 'Teenager', 'Transfer Student', 'Vengeful']",['Tokyo Revelation'],
9115,Sakamoto,Male,Black Hair,"['Facial Hair', 'High School Student', 'Scar', 'Teenager']",['Cromartie High School'],
9116,Kichijoji,Male,Brown Hair,"['Hair Antenna', 'Military']",['Steel Angel Kurumi'],
9117,Koganei,Female,Green Hair,"['Military', 'Ponytail']",['Steel Angel Kurumi'],
9118,Trick,Male,Brown Hair,"['Missing Teeth', 'Piercings', 'Psychic Powers']",['A Certain Scientific Railgun'],['A Certain Scientific Railgun']
9119,Mikhail,Male,Brown Hair,"['Adult', 'Merchant']",['Sound of the Sky'],
9120,Mu-You,Female,Brown Hair,"['Cape', 'Foreigner', 'Ponytail']",['Sword of the Stranger'],
9121,Skill Out Gang Leader,Male,Grey Hair,['Facial Hair'],['A Certain Scientific Railgun S'],['A Certain Scientific Railgun']
9122,Obaa,Female,Grey Hair,"['Elderly', 'Hair Buns']","['Haitai Nanafa', 'Haitai Nanafa 2']",
9123,Reika KIKUKAWA,Male,Multicolored Hair,"['Crossdresser', 'Doctor', 'Gay', 'LGBT+', 'Pervert']","[""You're Being Summoned, Azazel Z""]",
9124,Man,Male,Black Hair,['Furiko'],,
9125,Woman,Female,Black Hair,['Furiko'],,
9126,Growhill,Female,Blue Hair,"['Armor', 'Pointy Ears', 'Ponytail']",['Princess Minerva'],
9127,Claine,Male,Blonde Hair,"['Alien', 'Anti-Gravity Hair', 'Bloodthirsty', 'Mecha Pilot', 'Military']",['Majestic Prince'],
9128,Souji HASHIBA,Male,Black Hair,"['Detective', 'Police']","[""You're Being Summoned, Azazel Z""]",
9129,D,Blue Hair,,"['Alien', 'Hat', 'Scarf', 'Smoker', 'Sunglasses']","['Project A-Ko', 'Project A-Ko 2: Plot of the Daitokuji Financial Group', 'Project A-Ko 3: Cinderella Rhapsody', 'Project A-Ko 4: Final']",
9130,Sydow OMOKI,Male,Grey Hair,"['Adult', 'Mechanic', 'Military', 'Ponytail', 'Scarf']",['Mobile Suit Gundam Unicorn'],
