,Names,Gender,Hair_Color,Tags,Anime,Manga
46785,Shiikyon,Female,Brown Hair,"['Adult', 'Closed Eyes', 'Nurse']",['Wasteful Days of High School Girls'],
46786,Gilmar ELISTAIN,Male,Brown Hair,"['Facial Hair', 'Royalty']",['Isekai Cheat Magician'],['Isekai Cheat Magician (Light Novel)']
46787,Mystery Moon,Female,Blue Hair,"['Blinding Bangs', 'Magic User', 'Witch']","['Release That Witch', 'Release that Witch (Novel)']",
46788,Luo Lansha,Female,Blonde Hair,['Mortals of the Doom'],,
46789,Kassan,Male,Brown Hair,"['LGBT+', 'Orphan', 'Prisoner', 'Scar', 'Slave', 'Uke']","[""To Take an Enemy's Heart""]",
46790,Doni,Male,Brown Hair,"['Hair Antenna', 'Hat', 'Ponytail']","[""I'm the Villainess, So I'm Taming the Final Boss""]","[""I'm the Villainess, So I'm Taming the Final Boss"", 'I’m the Villainess, So I’m Taming the Final Boss (Light Novel)']"
46791,Karl-Heinz LEOPOLD,Male,White Hair,"['Bodyguard', 'Facial Hair', 'Knight', 'LGBT+', 'Muscular', 'Person in a Strange World', 'Sword Fighter']",['Liebling!'],
46792,Chissan,White Hair,,"['Animal', 'Cat']","['Nichijou: My Ordinary Life', 'Nichijou: My Ordinary Life Specials']",
46793,Matsuri HIMEGI,Female,Blonde Hair,"['Crown', 'Hair Drills', 'Psychic Powers']",['A Certain Scientific Accelerator'],['A Certain Scientific Accelerator']
46794,Boy,Male,Black Hair,"['Gloves', 'Hair Antenna', 'Sword Fighter']",['The Hidden Dungeon Only I Can Enter'],"['The Hidden Dungeon Only I Can Enter', 'The Hidden Dungeon Only I Can Enter (Light Novel)']"
46795,Pocchi,Male,Brown Hair,"['Facial Hair', 'Mohawk', 'Scar']",['Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?'],
46796,Sofia,Female,,['Maid'],"['Prison Life is Easy for a Villainess', 'Prison Life is Easy for a Villainess (Light Novel)']",
46797,Asase,Female,Purple Hair,"['Adult', 'Teacher']","['The Demon Girl Next Door', 'The Demon Girl Next Door 2']",
46798,Tattletale,Male,Black Hair,"['Glasses', 'High School Student', 'Teenager']",['SQ: Begin W/Your Name!'],
46799,Archer,Male,Multicolored Hair,"['Cape', 'Elemental Powers', 'Gloves', 'Historical Figure', 'Immortal', 'Lightning Powers', 'Magical Familiar', 'Scientist']","['Fate/Grand Carnival', 'Fate/Grand Order: Absolute Demonic Front - Babylonia', 'Fate/Grand Order: Cosmos in the Lostbelt - Lostbelt No. 5.2 Event PV', 'Fate/Grand Order: Fourth Singularity - London Event PV']",['Fate/Grand Order: Turas Réalta']
46800,Meowzie,Cat,Pokemon,['Pokemon'],,
46801,May's Squirtle,Elemental Powers,Pokemon,"['Pokemon 4D: Pikachu`s Ocean Adventure', 'Pokemon Advanced', 'Pokemon: Diamond & Pearl', 'Pokemon Movie 8: Lucario and The Mystery of Mew', 'Pokemon Movie 9: Pokemon Ranger and the Temple of the Sea', ""Pokemon: Pikachu's Ghost Carnival"", ""Pokemon: Pikachu's Island Adventure"", 'Pokemon: The Mastermind of Mirage Pokemon']",,
46802,Alolan Meowth,Grey Hair,,"['Cat', 'Darkness Powers', 'Elemental Powers', 'Pokemon']",['Pokemon Sun & Moon'],
46803,Drowzee,Pokemon,Psychic Powers,"['Pokemon', 'Pokemon Advanced', 'Pokemon: Diamond & Pearl']",,
46804,Jynx,Female,Blonde Hair,"['Pokemon', 'Psychic Powers']","['Pokemon', 'Pokemon Advanced']",
46805,Pinsir,Horns,Insect,"['Pokemon Advanced', 'Pokemon Journeys']",,
46806,Beautifly,Insect,Pokemon,"['Pokemon Advanced', 'Pokemon Chronicles', 'Pokemon: Diamond & Pearl']",,
46807,Shedinja,Pokemon,Wings,['Pokemon Advanced'],,
46808,Altaria,Pokemon,Wings,"['Pokemon Sun & Moon', 'Pokemon XY&Z']",,
46809,Zangoose,Pokemon,Tail,"['Pokemon Advanced', 'Pokemon: Black & White: Adventures in Unova', 'Pokemon: Diamond & Pearl', 'Pokemon Mystery Dungeon: Explorers of Time and Darkness']",,
46810,Anne,Female,Brown Hair,['Cyborg'],['No Guns Life'],
46811,Talonflame,Bird,Elemental Powers,"['Pokemon XY', 'Pokemon XY&Z Specials']",,
46812,Aegislash,Ghost,Pokemon,"['Pokemon Movie 17: Diancie and the Cocoon of Destruction', 'Pokemon XY&Z']",,
46813,Kaoru TERAZAKI,Male,Brown Hair,['Video Gamer'],['Sometimes Even Reality Is a Lie!'],
46814,Croagunk,Poison User,Pokemon,"['Pokemon: Diamond & Pearl', 'Pokemon Journeys']",,
46815,Chu Yuan,Male,,['Royalty'],['Diwang Gonglue'],"['Diwang Gonglue', 'Diwang Gonglue (Novel)']"
46816,Yamadanuki,Multicolored Hair,,"['Superpowers', 'Tanuki']",['Days of Urashimasakatasen'],
46817,Anne,Female,Brown Hair,"['Clumsy', 'Maid', 'Pigtails']","['Tearmoon Empire', 'Tearmoon Empire (Light Novel)']",
46818,Jung ERAE,Female,Black Hair,"['Adult', 'University Student']",['The Love Doctor'],
46819,Cha YOON,Female,Blonde Hair,['Adult'],['The Love Doctor'],
46820,Jiang Bai,Male,Brown Hair,"['Adult', 'Big Eater', 'Gambler', 'Lazy', 'Librarian', 'Person in a Strange World', 'Photographic Memory', 'Ruthless', 'Smoker', 'Video Gamer', 'Writer']","['Metropolitan System', 'Metropolitan System (Novel)']",
46821,Shi Yi MO,Female,Brown Hair,"['Artist', 'Time Traveler', 'Vengeful']",['Rebirth of a Pampered Wife'],
46822,Haerang,Male,,"['Band Member', 'Musician', 'Piercings']",['Sweet Home'],
46823,Min,Child,,['Sweet Home'],,
46824,Lobreth,Blue Hair,,"['Animal', 'Dragon']","[""Didn't I Say to Make My Abilities Average in the Next Life?!""]",['Didn’t I Say To Make My Abilities Average In The Next Life?! (Light Novel)']
46825,Akito ASHIMINE,Male,White Hair,"['Human Guise', 'Middle School Student', 'Shapeshifter', 'Youkai']",['Tsugumomo 2'],['Tsugumomo']
46826,Mimane MIYOU,Female,Orange Hair,"['Human Guise', 'Middle School Student', 'Mischievous', 'Shapeshifter', 'Youkai']",['Tsugumomo 2'],['Tsugumomo']
46827,Ochimusa,Male,Black Hair,"['Ghost', 'Warrior']",['In/Spectre'],"['In/Spectre', 'In/Spectre (Novel)']"
46828,Hidako MASAMUNE,Male,Black Hair,"['Elemental Powers', 'Healing Powers', 'High School Student', 'Light Powers', 'Magic User', 'Person in a Strange World', 'Teenager', 'Vengeful']","['Nito no Taidana Isekai Shoukougun: Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka?', 'Nito no Taidana Isekai Shoukougun: Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka? (Light Novel)']",
46829,Sihoo,Male,,['Amnesia'],['A Trace of You'],
46830,Joy,Equipoise,,,,
46831,Mirkitt,Female,Blue Hair,"['Bandages', 'Lesbian', 'LGBT+', 'Slave', 'Stoic', 'Teenager']",['Roll Over and Die: I Will Fight for an Ordinary Life with My Love and Cursed Sword!'],
46832,Execution Canonball Captain,Male,White Hair,"['Demon', 'Horns', 'Magic User', 'Pointy Ears']","['Welcome to Demon School, Iruma-kun']",
46833,Felgus ANGEL,Male,Grey Hair,"['Adult', 'Nobility']",['Assassins Pride'],
46834,Ikeya,Male,Black Hair,"['Adult', 'Omegaverse Alpha', 'Uke']",['A Tough Alpha Wants to Be Loved: Cornered by a Young Omega'],
46835,Yuuhei SHIMAMORI,Male,Brown Hair,"['Adult', 'Omegaverse Omega', 'Salaryman', 'Seme']",['A Tough Alpha Wants to Be Loved: Cornered by a Young Omega'],
46836,Rosa MCMAHON,Female,Blonde Hair,"['No Guns Life', 'No Guns Life 2nd Season']",,
46837,Kenny,Golden Time (Ryu Hyang),,,,
46838,Dangeum,Male,Grey Hair,"['Bodyguard', 'Goblin', 'Hair Ribbons', 'Half-Breed', 'LGBT+', 'Ponytail']",['Dangeum and Jigyo'],
46839,Amina,Female,Blonde Hair,['Magic User'],['Amina of the Lamp'],
46840,Bauer LINDEN,Male,,['Axe Wielder'],['Ni no Kuni'],
46841,Tetsuya TAKAHASHI,Male,Black Hair,"['Adult', 'Earth Powers', 'Elemental Powers', 'Fire Powers', 'Lightning Powers', 'Light Powers', 'Magic User', 'Person in a Strange World', 'Sword Fighter', 'Vengeful']","['Genkai Level 1 kara no Nariagari: Saijaku Level no Ore ga Isekai Saikyou ni Naru made', 'Genkai Level 1 kara no Nariagari: Saijaku Level no Ore ga Isekai Saikyou ni Naru made (Light Novel)']",
46842,Kyle SICHI,Male,Grey Hair,"['Alchemist', 'Monocle']","['Release That Witch', 'Release that Witch (Novel)']",
46843,Edel,Monster,,"['The Unwanted Undead Adventurer', 'The Unwanted Undead Adventurer (Light Novel)']",,
46844,Ascella,Female,Brown Hair,"['Adult', 'Traveler']",['Drifting Dragons'],
46845,Hayato KUGA,Male,,"['High School Student', 'Teenager']",['We Know Nothing About Love'],
46846,Hosoo,Male,Brown Hair,['Adult'],"['A Good Day to Go Crazy', 'A Good Day to Go Crazy: Side Stories']",
46847,Gwan Tae Ryang,Male,Brown Hair,"['Martial Artist', 'Sword Fighter']",['Heavenly Demon Reborn!'],
46848,Rahee KU,Female,,['Actor'],['Ghost Theater'],
46849,Silvia KOBU,Female,Brown Hair,"['Braids', 'Child', 'Pigtails']","['Kakushigoto', 'Kakushigoto Movie: Himegoto wa Nandesuka']","[""Kakushigoto: My Dad's Secret Ambition""]"
46850,Kan KIKUCHI,Male,Brown Hair,"['Whip Wielder', 'Writer']",['Bungo and Alchemist: Gears of Judgement'],
46851,Taka,Male,Brown Hair,"['Archer', 'Freckles', 'Ponytail', 'Vampire Hunter']",['Castlevania Season 3'],
46852,Tsukina FARROW,Female,Grey Hair,['Scientist'],['Plunderer'],['Plunderer']
46853,Yangyang,Female,Black Hair,"['High School Student', 'Tail', 'Teenager']","['Seton Academy: Join the Pack!', 'Seton Academy: Join the Pack! Special']",
46854,Xia Yushen,Male,Black Hair,"['Adult', 'Artificial Limb', 'Face Markings', 'Military', 'Omegaverse Omega', 'Prisoner']",['Absolute Control'],
46855,Yuga OHDO,Male,Multicolored Hair,"['Anti-Gravity Hair', 'Battle Gamer', 'Biker', 'Child', 'Elementary School Student', 'Engineer', 'Gloves']",['Yu-Gi-Oh! Sevens'],"['Yu-Gi-Oh! Rush Duel: Yarouze! Rush Duel!!', 'Yu-Gi-Oh! SEVENS: Boku no Hatsumei Gakuen']"
46856,Sakura AMAMIYA,Female,Black Hair,"['Actor', 'Hair Ribbons', 'Mecha Pilot', 'Sword Fighter', 'Teenager']",['Sakura Wars the Animation'],
46857,Haruka ISUMI,Male,Green Hair,"['High School Student', 'Idol', 'Orphan', 'Teenager']","['IDOLiSH7: Second BEAT!', 'IDOLiSH7: Third BEAT!', 'IDOLiSH7: Third BEAT - Part II', 'RabbiTube: Creator ni Challenge!', 'ŹOOĻ: Bang!Bang!Bang!']",
46858,Seto MAHIRO,Male,Blonde Hair,"['Idol', 'Mole', 'Omegaverse Alpha', 'Piercings', 'Seme', 'University Student']",['What We Do When the Curtain Comes Down'],
46859,Fiona,Female,Red Hair,['Idol'],['Lapis Re:Lights'],
46860,Cheekera,Male,Black Hair,"['Adult', 'Cape', 'Facial Hair', 'Magic User']",['KonoSuba – God’s blessing on this wonderful world! Movie: Legend of Crimson'],"['KonoSuba: God’s Blessing on This Wonderful World!', ""KonoSuba: God's Blessing on This Wonderful World! (Light Novel)""]"
46861,Kodo NOMURA,Male,Black Hair,"['Adult', 'Historical Figure', 'Smoker']","[""Woodpecker Detective's Office""]",
46862,Takeyuki YAMIJI,Male,Grey Hair,"['Glasses', 'Team Coach']",['Haikyuu!! To the Top'],
46863,Woman,Female,White Hair,['Sol Levante'],,
46864,Ranmaru FUJIEDA,Male,Black Hair,"['Crossdresser', 'Dancer']","['Haikara-San: Here Comes Miss Modern Part 1', 'Haikara-San: Here Comes Miss Modern Part 2']",
46865,Hikaru ASAHI,Male,Blue Hair,"['Battle Gamer', 'Child', 'Face Markings', 'Mohawk']",['Beyblade Burst Surge'],
46866,Marika,Female,Pink Hair,"['Child', 'Magic User', 'Pigtails']","['Shachibato! President, It’s Time for Battle!']",
46867,Warren,Male,Blonde Hair,"['Adult', 'Armor', 'Knight', 'Magic User', 'Nobility', 'Sword Fighter']",['The 8th Son? Are You Kidding Me?'],"['Hachinantte, Sore wa Nai Deshou!', 'Hachinantte, Sore wa Nai Deshou! (Light Novel)']"
46868,Sinan,Male,Black Hair,"['High School Student', 'Teenager']",['My Lucky Star (Quan Yi)'],
46869,Hayato OOKAMI,Male,,['University Student'],"['Aimai na Wolf', 'Fox-Colored Jealousy']",
46870,Satsuki KURURUGI,Male,Multicolored Hair,"['Brother Complex', 'Glasses', 'Hyperactive', 'Idol', 'Mischievous', 'Teenager', 'Twin']",['I★CHU: Etoile Stage'],
46871,Bruno's Mother,Female,Black Hair,['Ponytail'],"[""JoJo's Bizarre Adventure: Golden Wind""]",
46872,Cain,Male,Brown Hair,['Knight'],['50 Tea Recipes from the Duchess'],
46873,Stace,Male,Multicolored Hair,"['Adult', 'Piercings']",['Down To Earth'],
46874,Chikage SOUMA,Male,Grey Hair,"['Choker', 'High School Student', 'Omegaverse Omega', 'Teenager', 'Uke']","['Kiyoku Tadashiku Utsukushiku', 'Kiyoku Tadashiku Utsukushiku: Mellow']",
46875,Demon,Demon,Horns,"['BOFURI: I Don’t Want to Get Hurt, so I’ll Max Out My Defense.']",,
46876,Kanako URABE,Female,Brown Hair,"['Glasses', 'Teenager']",['Usotoki Rhetoric'],
46877,Souma IWAI,Male,Brown Hair,"['Adult', 'Analytical', 'Detective']",['Usotoki Rhetoric'],
46878,Touko KIRIGAYA,Female,Blonde Hair,"['Band Member', 'Guitarist', 'Gyaru', 'High School Student', 'Musician', 'Tailor', 'Teenager']","['Bang Dream! FILM LIVE 2nd Stage', 'BanG Dream! Girls Band Party! 5th Anniversary Animation - CiRCLE THANKS PARTY!', 'BanG Dream! Girls Band Party! Pico: Fever', 'BanG Dream! Girls Band Party! Pico: Ohmori', 'BanG Dream! Morfonication', ""BanG Dream! Movie: Poppin' Dream!""]",
46879,Taguchi,Male,Black Hair,"['Blindfold', 'Sword Fighter']",['Gleipnir'],
46880,Mintz,Male,Blonde Hair,"['Animal Ears', 'Doctor', 'Rabbit', 'Shapeshifter', 'Tail']","['Ai wo Ataeru Kemono-tachi', 'Ai wo Ataeru Kemono-tachi (Light Novel)']",
46881,Fellia,Female,Brown Hair,"['Demon', 'Huge Breasts', 'Sword Fighter', 'Waiter']","['Net Character Kari Play no Tsumori ga Isekai Shoukan (Light Novel)', 'Net Character Kari Play no Tsumori ga Isekai Shoukan: Mayoibito wa Josei no Teki ni Ninteisaremashita']",
46882,Havel Lancehood JULTOS,Male,Black Hair,['Daughter of the Emperor'],,
46883,Reina KOIWAI,Female,Grey Hair,"['Bandages', 'Demon', 'Middle School Student', 'Nobility', 'Pigtails', 'Verbal Tic']","['Maou Gakuen no Hangyakusha', 'Maou Gakuen no Hangyakusha: Jinrui Hatsu no Maou Kouho, Kenzoku Shoujo to Ouza wo Mezashite Nariagaru (Light Novel)']",
46884,Jungsoo YOON,Male,Brown Hair,"['Adult', 'Hair Antenna']","['He, Him & Us']",
46885,Leon,Male,Orange Hair,"['Piercings', 'Tattoo']",['Phase'],
46886,Iyo,Female,Blonde Hair,['Braids'],['Rail Romanesque'],
46887,Fuuko IZUMO,Female,Black Hair,"['Bounty Hunter', 'Hat', 'Teenager']",['Undead Unluck'],['Undead Unluck']
46888,Scarlet,Female,White Hair,"['Knight', 'Nobility']",['KING’S RAID: Successors of the Will'],
46889,Selene,Female,Brown Hair,"['Archer', 'Circlet', 'Elf', 'Gloves', 'Nobility', 'Pointy Ears', 'Ponytail']",['KING’S RAID: Successors of the Will'],
46890,Yasuo,Male,Black Hair,"['Facial Hair', 'Muscular', 'Ponytail', 'Sword Fighter', 'Warrior']",['League of Legends: Kin of the Stained Blade'],
46891,Cainon,Male,Brown Hair,['Photographer'],['Lady Baby'],
46892,Mundy,Male,Blonde Hair,"['Eye Bags', 'Hunter', 'Piercings']","['Deca-Dence', 'Deca-Dence: Install']",
46893,Ryuuji ISHI,Male,Brown Hair,"['High School Student', 'Superpowers', 'Teenager']",['Talentless Nana'],['Talentless Nana']
46894,Clopeh SEKKA,Male,White Hair,"[""Lout of Count's Family (Novel)""]",,
46895,Toonka,Male,Brown Hair,['Warrior'],"[""Lout of Count's Family (Novel)""]",
46896,Archie,Male,White Hair,"[""Lout of Count's Family (Novel)""]",,
46897,Paseton,Male,Blue Hair,['Royalty'],"[""Lout of Count's Family (Novel)""]",
46898,Colette DERAMILIUS,Female,White Hair,"['Hat', 'Magic User', 'Pervert']",['Black Summoner'],"['Black Summoner', 'Black Summoner (Light Novel)']"
46899,K,Male,White Hair,['The Boxer'],,
46900,Kiom YOON,Female,Black Hair,['Bartender'],['How to Use an Angel'],
46901,Yeonhwa BAEK,Female,White Hair,"['Flirt', 'Manipulative']","['White Angels Get No Rest', 'White Angels Have No Wings']",
46902,Slime,Female,,['Slime'],['DOGEZA: I Tried Asking While Kowtowing.'],['Dogeza de Tanondemita']
46903,Shaw,Male,Grey Hair,"['Adult', 'Elemental Powers', 'Gloves', 'Lightning Powers', 'Piercings', 'Superpowers', 'University Student']","[""Mr. Love: Queen's Choice""]",
46904,Erika,Female,Brown Hair,"['Orphan', 'Prisoner', 'Scar', 'Vengeful', 'Widow']",['Unhinged'],
46905,Streamer,Male,Blonde Hair,"['Afro', 'Dark-skinned', 'Facial Hair', 'Piercings', 'Rapper', 'Singer']",['The God of High School'],
46906,Old Woman,Female,Grey Hair,"['Closed Eyes', 'Elderly', 'Hair Buns']",['The God of High School'],
46907,Clive HOULTON,Male,Black Hair,"['Butler', 'Orphan']","['In Fact, They Only Remembered Her (Novel)', 'In Fact, They Only Remembered Her (Nubi)', 'They Only Remembered Her']",
46908,Harry SHAYK,Male,Blonde Hair,['Sunglasses'],['Burn the Witch'],['Burn the Witch']
46909,Yoo Yeojin,Female,Brown Hair,['Braids'],['50 Tea Recipes from the Duchess'],
46910,Tour Guide,Female,Brown Hair,"['Adult', 'Glasses', 'Scarf']",['Uzaki-chan Wants to Hang Out!'],
46911,Minetaka KIRIGAYA,Male,Grey Hair,"['Adult', 'Glasses']",['Sword Art Online: Alicization - War of Underworld: Part II'],['Sword Art Online (Light Novel)']
46912,Iwafune,Male,Black Hair,"['Adult', 'University Student']",['Rent-a-Girlfriend'],['Rent-A-Girlfriend']
46913,Nan MO,Male,Brown Hair,['Martial Artist'],['I Have a Dragon in My Body'],
46914,Deflotte DANOIS,Male,Blue Hair,"['Armor', 'Flirt', 'Gloves', 'Headband', 'Lancer']",['Hortensia Saga'],
46915,Ichiro SATOMI,Male,Brown Hair,"['Adult', 'Facial Hair', 'Military']",['Warlords of Sigrdrifa'],['Warlords of Sigrdrifa: Non-Scrambled']
46916,Nanahoshi YOUJI,Male,Brown Hair,"['Adult', 'Gay', 'LGBT+', 'Seme', 'University Student']",['Hello Green Days'],
46917,Scaly Reindeer,Male,,"['Deer', 'Demon', 'Horns']",['Sleepy Princess in the Demon Castle'],
46918,Anne KURUSU,Female,Red Hair,"['Athlete', 'Snaggletooth']",['Iwakakeru! Sport Climbing Girls'],
46919,Cyril,Male,,"['Butler', 'Person in a Strange World']","[""The Villainess' Butler: Death Flag Destroyer at Your Service"", ""The Villainess' Butler: Death Flag Destroyer at Your Service (Light Novel)""]",
46920,Shaake GRINDEL GUTHEIL,Female,Red Hair,['Adult'],['Magatsu Wahrheit'],
46921,Jester Soldier,Male,,"['Demon', 'Exotic Eyes']",['Sleepy Princess in the Demon Castle'],
46922,Airi AMANO,Female,Red Hair,"['Adult', 'Barista', 'Hair Ribbons', 'Ponytail', 'Singer']","['D4DJ First Mix', 'D4DJ Petit Mix']",
46923,Layla,Female,White Hair,"['Braids', 'Cook', 'Demon', 'Horns', 'Maid', 'Pigtails']","['Maou ni Natta node, Dungeon Tsukutte Jingai Musume to Honobono suru', ""Now I'm a Demon Lord! Happily Ever After with Monster Girls in My Dungeon (Light Novel)""]",
46924,Minami,Female,,"['Blinding Bangs', 'High School Student', 'Teenager']","['I Had That Same Dream Again', 'I Had That Same Dream Again (Novel)']",
46925,Dimor VICORNE,Male,Grey Hair,"['Adult', 'Facial Hair', 'Gloves', 'Nobility']","[""The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat""]","[""The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat"", ""The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat (Light Novel)""]"
46926,Rina SAMURA,Female,Purple Hair,"['Athlete', 'Blinding Bangs', 'Teenager']",['Iwakakeru! Sport Climbing Girls'],
46927,Maiharu GANSOKU,Male,Grey Hair,"['Buzz Cut', 'Facial Hair', 'Glasses', 'Magnificent Mustache', 'Prisoner', 'Tattoo']",['Golden Kamuy Season 3'],['Golden Kamuy']
46928,Mitsuomi OCHI,Male,Brown Hair,"['High School Student', 'Team Manager', 'Teenager']","['2.43: Seiin High School Boys Volleyball Team', '2.43: Seiin High School Boys Volleyball Team Mini Anime']",
46929,Hari KOO,Female,Brown Hair,"['Child', 'Elementary School Student', 'Ponytail', 'Summoners']","['The Haunted House: The Birth of Ghost Ball X', 'The Haunted House: The Secret of the Ghost Ball']",
46930,Gaeun LEE,Female,Black Hair,"['Child', 'Elementary School Student']",['The Haunted House: The Secret of the Ghost Ball'],
46931,Ian,Male,Grey Hair,"['Blinding Bangs', 'Vampire']",['The Haunted House: The Secret of the Ghost Ball'],
46932,Amira,Female,Blonde Hair,"['Hair Drills', 'Pigtails', 'Shapeshifter', 'Spy', 'Superpowers']",['Edens Zero'],['Edens Zero']
46933,Guo SHUNGUI,Female,Brown Hair,['Teenager'],['Ikebukuro West Gate Park'],
46934,Rie SEKIGUCHI,Female,Red Hair,"['Adult', 'Salaryman']",['Jimihen!! Jimiko wo Kaechau Jun Isei Kouyuu'],
46935,Irma,Female,Blonde Hair,"['Hair Ribbons', 'Ponytail']",['Magatsu Wahrheit'],
46936,Elijah,Male,Grey Hair,['Agent of the Afterlife'],['Death of a Pop Star'],
46937,Schwartz,Male,Grey Hair,"['Butler', 'Closed Eyes', 'Facial Hair', 'Gloves']",['Our Last Crusade or the Rise of a New World'],['Our Last Crusade or the Rise of a New World (Light Novel)']
46938,Airi SEZAKI,Female,Black Hair,"['Braids', 'Cruel', 'Hair Ribbons', 'Manipulative', 'Middle School Student', 'Sadistic', 'Selfish', 'Teenager']",['Kitanai Kimi ga Ichiban Kawaii'],
46939,Reiner's Aunt,Female,Brown Hair,['Adult'],['Attack on Titan The Final Season'],['Attack on Titan']
46940,Jin-Hui YOO,Female,Black Hair,"['Adult', 'Wealthy']",['Solo Leveling'],
46941,Kururun,Face Markings,,"['Tropical-Rouge! Precure: Yuki no Princess to Kiseki no Yubiwa!', 'Tropical-Rouge! Pretty Cure']",,
46942,Youngwon LEE,Male,Blonde Hair,"['Adult', 'Gay', 'LGBT+', 'Smoker', 'Uke', 'University Student']",['Viewfinder'],
46943,Yumi KIM,Female,Blonde Hair,['Adult'],"[""Yumi's Cells""]",
46944,Belamus,Male,Black Hair,"['Child', 'Earth Powers', 'Elemental Powers', 'Light Powers', 'Magic User', 'Poison User', 'Water Powers']","['Suterareta Tensei Kenja: Mamono no Mori de Saikyou no Daima Teikoku wo Tsukuriageru (Light Novel)', 'The Abandoned Reincarnation Sage']",
46945,Iyoon KO,Male,Black Hair,"['Animal', 'Cat', 'Human Guise', 'LGBT+']","['Lick Me, Like Me', 'Lick Me, Like Me - Specials']",
46946,Sertoli Cell,Female,Brown Hair,"['Anthropomorphic', 'Gloves']",['Cells at Work! Code Black'],
46947,Zakusa ISHIKAME,Male,Blue Hair,"['Battle Gamer', 'Closed Eyes']","['Cardfight!! Vanguard: overDress', 'Cardfight!! Vanguard: overDress 2nd Season', 'Cardfight!! Vanguard: overDress 3rd Season']",
46948,Hajoon PARK,Male,Black Hair,"['Adult', 'Gay', 'LGBT+', 'Seme', 'University Student']",['Private Lessons'],
46949,Woori,Male,,"['Gay', 'LGBT+']",['Incorrigible'],
46950,Ayeon CHO,Male,Grey Hair,['Incorrigible'],,
46951,Ibeulkera,Male,,"['Big Nose', 'Exotic Eyes', 'Gambler', 'Goblin', 'High Stakes Game Master', 'Monocle', 'Pointy Ears']",['Second Life Ranker'],
46952,Dam,Male,Black Hair,"['Barefoot', 'Immortal']",['Dam of the Forest'],
46953,Sawa ECHIZEN,Female,Brown Hair,"['High School Student', 'Team Manager', 'Teenager']","['Farewell, My Dear Cramer', 'Farewell, My Dear Cramer Movie: First Touch']","['Farewell, My Dear Cramer']"
46954,Isuzu,Female,Black Hair,"['Anthropomorphic', 'Horns', 'Military', 'Ponytail']",['Azur Lane'],
46955,Turquoise-Haired Red Blood Cell Rookie,Male,Turquoise Hair,"['Anthropomorphic', 'Gloves', 'Hat']",['Cells at Work! Code Black'],
46956,Bo-Young DA,Female,Black Hair,['Mole'],['Maidens In-Law'],
46957,Umi,Female,,['Kamibukuro-kun wa Koishiteru'],,
46958,Hiori HIRAHARA,Female,,"['Braids', 'High School Student', 'Magical Girl', 'Magic User', 'Sword Fighter', 'Teenager']","['Blue Reflection Ray', 'Blue Reflection Ray Recap', 'BlueRef Ray!']",
46959,Bianka Durandal ATAEGINA,Female,Multicolored Hair,['Lancer'],"['Cooking with Valkyries II', 'Honkai Impact 3rd: Winter Memories']","['Honkai Impact 3rd', 'Honkai Impact 3rd: London Holiday', 'Honkai Impact 3rd: Second Eruption', 'Honkai Impact 3rd: Second Key']"
46960,Clouded Leopard,Female,Multicolored Hair,"['Animal', 'Anthropomorphic']",['Beastars 2'],['Beastars']
46961,Seiichirou KONDOU,Male,Black Hair,"['Adult', 'Glasses', 'LGBT+', 'Person in a Strange World', 'Salaryman']","['Isekai no Sata wa Shachiku Shidai (Light Novel)', ""The Other World's Books Depend on the Bean Counter""]",
46962,Shizumu,Male,Blonde Hair,"['Braids', 'Dark-skinned', 'Hat', 'High School Student', 'Monster Tamer']",['SSSS.Dynazenon'],
46963,Ada,Female,Multicolored Hair,"['Cyborg', 'Mole', 'Piercings', 'Psychic Powers']",['Boruto'],
46964,Butler Bot,Male,Grey Hair,"['Butler', 'Gloves', 'Monocle', 'Robot']",['Edens Zero'],['Edens Zero']
46965,Sota HONJO,Male,Blonde Hair,"['Piercings', 'Ponytail', 'Sunglasses']",['The World Ends With You the Animation'],
46966,Station Announcer,Female,,['Announcer'],['Tokyo Revengers'],
46967,Nicole ADLER,Female,Brown Hair,"['Blinding Bangs', 'Freckles', 'Royalty', 'Teenager']","[""The Saint's Magic Power is Omnipotent""]",
46968,Sana,Male,Multicolored Hair,"['Adult', 'Lazy', 'Sleepyhead', 'Teacher']",['Yoshimaho'],
46969,Hiroshi's Mother,Female,Black Hair,['Adult'],['Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!'],
46970,S566,Male,,"['Hat', 'Robot']",['Eden'],
46971,Maggie,Female,,['Masks'],['Everything is Fine'],
46972,Father at Hospital,Male,Grey Hair,"['Adult', 'Glasses']",['Tokyo Revengers'],
46973,Yu Xia,Female,Brown Hair,['Adult'],['Link Click'],
46974,Lu Hongbin,Male,Brown Hair,"['Athlete', 'Basketball Player', 'Middle School Student', 'Team Captain', 'Teenager']",['Link Click'],
46975,Hana SAKAMOTO,Female,Black Hair,"['Child', 'Rosy Cheeks']",['Sakamoto Days'],
46976,Leona GRANDEL,Female,Blonde Hair,['Royalty'],['Princess in the Rough'],
