,Names,Gender,Hair_Color,Tags,Anime,Manga
48788,Buffalo,Male,Black Hair,"['Abnormally Tall', 'Overweight', 'Pirate', 'Superpowers', 'Tattoo']","['Hungry Days x One Piece', 'One Piece']",['One Piece']
48789,Margarita,Female,Brown Hair,['One Piece'],['One Piece'],
48790,Rokkaku,Male,Black Hair,"['Adult', 'Facial Hair', 'Hat', 'Military', 'Sailor']",['One Piece'],['One Piece']
48791,Marilla CUTHBERT,Female,Black Hair,['Adult'],"['Akage no Anne: Green Gables e no Michi', 'Anne of Green Gables']","['Akage no Anne (1977)', 'Akage no Anne (1997)', 'Anne no Aijou', 'Manga Classics: Anne of Green Gables']"
48792,Battery-Kun,Male,,['Miss Monochrome 2'],,
48793,Yak-shi,Male,Black Hair,"['Headband', 'Royalty']",['Yona of the Dawn: Zeno Arc'],['Yona of the Dawn']
48794,Kathleen BURNSWORTH,Female,Blonde Hair,"['Hanasakeru Seishounen', 'Hanasakeru Seishounen Recaps']",['Hanasakeru Seishounen'],
48795,Moknach,Male,Blonde Hair,['Closed Eyes'],['Overlord'],['Overlord (Light Novel)']
48796,Bellote,Male,Brown Hair,['Armor'],['Overlord'],
48797,Barossa LEONE,Male,Brown Hair,"['Facial Hair', 'Hat', 'Tattoo', 'Thief']",['Rage of Bahamut: Genesis'],
48798,Keita KAMOGARI,Male,Black Hair,['ItaKiss'],['Itazura na Kiss'],
48799,Himari MOMOCHI,Female,,['The Demon Prince of Momochi House'],,
48800,Gus STEWART,Male,Brown Hair,"['Blinding Bangs', 'Bloodthirsty', 'Circlet', 'Mecha Pilot', 'Military', 'Smoker']",['Comet Lucifer'],
48801,Teruhiko YAMAJI,Male,Black Hair,"['Adult', 'Hat', 'Police']",['Beautiful Bones: Sakurako’s Investigation'],
48802,Zephel,Male,White Hair,['Teenager'],"['Angelique', 'Angelique: Seichi yori Ai wo Komete', 'Angelique: Shiroi Tsubasa no Memoire', 'Koi Suru Tenshi Angelique: Kagayaki no Ashita', 'Koi Suru Tenshi Angelique: Kagayaki no Ashita - Chibi Character Adventure', 'Koi Suru Tenshi Angelique: Kagayaki no Ashita Special', 'Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki']","['Angelique', 'Angelique: Treasure - Angelique Comic Anthology']"
48803,Edda,Female,Brown Hair,['Magi: The Kingdom of Magic'],['Magi'],
48804,Mohja,Male,,['Magic User'],['Magi: The Kingdom of Magic'],['Magi']
48805,Hikaru,Female,Red Hair,['Cross Ange: Rondo of Angels and Dragons'],,
48806,Yuno ALGRACIA,Female,,"['Armor', 'Huge Breasts', 'Knight', 'Ponytail']",['Blade Play'],
48807,Hawk,Male,White Hair,"['Anti-Gravity Hair', 'Monster', 'Pointy Ears', 'Wings']",['One-Punch Man'],['One-Punch Man']
48808,Shizuna MINAMOTO,Female,Blonde Hair,"['Adult', 'Glasses', 'Teacher']","['Mahou Sensei Negima! Anime Final', 'Mahou Sensei Negima! Introduction Film', 'Mahou Sensei Negima! ~Shiroki Tsubasa Ala Alba~', 'Negima!', 'Negima!?']",['Negima! Magister Negi Magi']
48809,Kiyoshi,Male,Black Hair,['Hat'],['Nichijou: My Ordinary Life'],['Nichijou: My Ordinary Life']
48810,Tony,Male,Grey Hair,"['Facial Hair', 'Hat']",['Baccano!'],
48811,Ikumi's Father,Male,,"['Adult', 'CEO', 'Wealthy']",['Food Wars! Shokugeki no Souma'],
48812,Midori KUNIHIRO,Female,Green Hair,['Shiki'],['Shiki'],
48813,Sakurako BENIKOUJI,Female,Black Hair,['Hair Ribbons'],['Ladies Versus Butlers!'],
48814,Selnia's Father,Male,Blonde Hair,"['Adult', 'Facial Hair', 'Nobility', 'Wealthy']",['Ladies Versus Butlers!'],
48815,Yasuharu FUNASAKA,Male,Grey Hair,['Police'],"['Active Raid', 'Active Raid Second']",
48816,Souya ARABASHIRI,Male,Grey Hair,"['Adult', 'Biker', 'Doctor', 'Glasses', 'Scar', 'Tattoo']","['Bubuki Buranki', 'Bubuki Buranki: The Gentle Giants of the Galaxy']",
48817,Miya SAEKI,Female,Blue Hair,['University Student'],['Long Riders!'],['Long Riders!']
48818,Emi KURATA,Female,Brown Hair,['Headband'],['Long Riders!'],['Long Riders!']
48819,Kinako TANAKA,Female,Blue Hair,"['Athlete', 'High School Student', 'Teenager', 'Tennis Player']","['Teekyuu 6', 'Teekyuu 6 Specials', 'Teekyuu 7', 'Teekyuu 9', 'Usakame', 'Usakame Special']",['Usakame']
48820,Kaori AMAMIYA,Female,Blonde Hair,"['Child', 'Child Prodigy', 'Elementary School Student', 'Headband']",['Infection'],
48821,Aya OKAMURA,Female,Brown Hair,['Dareka no Manazashi'],,
48822,Houko ARISUGAWA,Female,,"['Adult', 'Ojou-sama']",['Shomin Sample'],['Shomin Sample: I Was Abducted by an Elite All-Girls School as a Sample Commoner (Light Novel)']
48823,Brad BURNS,Male,Brown Hair,['Green Blood'],,
48824,Dakki SO,Female,Multicolored Hair,"['Face Markings', 'Hat', 'Ruthless', 'Sadistic']","['Hakyuu Hoshin Engi', 'Soul Hunter']",['Hoshin Engi']
48825,Daichi SUMERAGI,Male,Red Hair,"['Battle Gamer', 'Epic Eyebrows', 'Scar']","['Beyblade: G Revolution', 'Beyblade the Movie: Fierce Battle']","['Bakuten Shoot Beyblade: Rising', 'Beyblade']"
48826,Shuuichi SAKURANO,Male,Blonde Hair,"['High School Student', 'Superpowers', 'Teenager']",['Gakuen Alice'],['Gakuen Alice']
48827,Rappa MOMOCHI,Female,Black Hair,"['Ninja', 'Pigtails', 'Puppeteer']",['Gintama°'],['Gintama']
48828,Haruka SAWAGUCHI,Female,Brown Hair,"['High School Student', 'Teenager']",['Dengeki Daisy'],
48829,U.U,Female,Black Hair,['Middle School Student'],['Imperfect Girl'],
48830,Yuune,Female,Brown Hair,['Teenager'],['The Lost Village'],
48831,Souji KAMENASHI,Male,Black Hair,['Glasses'],"['Aoharu x Machinegun', 'Aoharu x Machinegun: This is a Battlefield for Beasts!']",['Aoharu x Kikanjuu']
48832,Shetla MAYER,Female,Brown Hair,['Hair Ribbons'],['Rokka: Braves of the Six Flowers'],
48833,Jiao CHENG,Male,,['Royalty'],"['Kingdom', 'Kingdom 2', 'Kingdom 4']",['Kingdom']
48834,Mirai's Mother,Female,Brown Hair,"['Adult', 'Hair Antenna', 'Scarf']","[""Beyond the Boundary Movie: I'll Be Here - Future"", ""Beyond the Boundary Movie: I'll Be Here - Past""]",
48835,Hokuto UMEDA,Male,Blonde Hair,"['Adult', 'Doctor', 'Gay', 'Glasses', 'LGBT+']","['Hana-Kimi: For You in Full Blossom', 'Hana-Kimi: For You in Full Blossom - After School', 'Hana-Kimi: For You in Full Blossom - Special', 'Hana-Kimi: For You in Full Blossom - Tribute']",
48836,Hikaru MOROBOSHI,Male,Grey Hair,"['Adult', 'Glasses', 'School Principal']","['Aikatsu on Parade!', 'Aikatsu on Parade! (2020)', 'Aikatsu Stars!', 'Aikatsu Stars! Hoshi no Tsubasa', 'Aikatsu Stars! The Movie']",
48837,Baigon,Male,Brown Hair,"['Braids', 'Closed Eyes', 'Masks', 'Overweight', 'Tiny Person', 'Topknot']",['Bleach'],['Bleach']
48838,Chiharu AOI,Female,Black Hair,['Adult'],['Beyblade: Burst'],['Beyblade Burst']
48839,Frank,Male,Grey Hair,"['Epic Eyebrows', 'Facial Hair', 'Headband', 'Hunter']",['One-Punch Man Specials'],
48840,Azudora,Male,Blue Hair,"['Airhead', 'Demon', 'Magic User', 'Pointy Ears']",['Helck'],
48841,Alicia,Female,Blonde Hair,['Mercenary'],['Helck'],
48842,Asuta,Female,Black Hair,"['Animal Ears', 'Demon']",['Helck'],
48843,Mojo Jojo,Male,Black Hair,['Pointy Ears'],['Powerpuff Girls Z'],['Demishita! Powerpuff Girls Z']
48844,Wilhelm EHRENBURG,Male,Blonde Hair,['Glasses'],"['Dies irae', 'Dies irae: Irasshai Sonnenji', 'Dies irae: The Dawning Days', 'Dies irae: To the Ring Reincarnation']",['Dies irae: Amantes Amentes']
48845,Bunzou,Male,Black Hair,['Ponytail'],['Naruto'],
48846,Michiko SHIBATA,Female,,"['Dame na Watashi ni Koishite Kudasai', 'Dame na Watashi ni Koishite Kudasai R']",,
48847,God,Male,Black Hair,['Bakuon!!'],,
48848,Jek,Male,Multicolored Hair,"['Gloves', 'Ponytail', 'Vampire']","['Dance with Devils', 'Dance with Devils Movie: Fortuna']",
48849,Chiaki YOSHIDA,Female,Brown Hair,['Adult'],['Kimi ni Todoke - From Me To You'],['Kimi ni Todoke: From Me to You']
48850,The Great One,Male,Blonde Hair,"['Demon', 'Elemental Powers', 'Fire Powers', 'Light Powers', 'Magic User', 'Manipulative', 'Royalty']","['Kyo Kara Maoh!', 'Kyo Kara Maoh! 3rd Series', 'Kyo Kara Maoh! R']","['Kyo Kara Maoh!', 'Kyou kara Ma no Tsuku Jiyuugyou! (Light Novel)']"
48851,Sougyo no Kotowari,Bleach,,,,
48852,Mephistopheles,Female,Purple Hair,['Horns'],['Onigiri'],
48853,Lucifer,Female,Pink Hair,"['Choker', 'Hat', 'Horns']",['Onigiri'],
48854,Edward ABERLINE,Male,Brown Hair,['Facial Hair'],"['Black Butler 2', 'Black Butler 2 Specials']",
48855,Chidori HYAPPO,Male,White Hair,"['Angel', 'Glasses', 'High School Student', 'Teenager', 'Wings']","[""A Centaur's Life""]","[""A Centaur's Life""]"
48856,Yutaka NEKOMI,Male,Grey Hair,"['Closed Eyes', 'High School Student', 'Monster', 'Overweight', 'Teenager']","[""A Centaur's Life""]","[""A Centaur's Life""]"
48857,Vice Commander,Male,Multicolored Hair,"['Glasses', 'Military']",['Qualidea Code'],
48858,Manet,Male,Blonde Hair,"['Bow Tie', 'Pointy Ears', 'Vampire']","['The Case Study of Vanitas', 'The Case Study of Vanitas: Part II', 'The Case Study of Vanitas Recap']",['The Case Study of Vanitas']
48859,Homeroom Teacher,Male,Black Hair,"['Adult', 'Teacher']","['The Disastrous Life of Saiki K.', 'The Disastrous Life of Saiki K. (2013)']",
48860,Zack LOWE,Male,Black Hair,['Pompadour'],['Mobile Suit Gundam: Iron-Blooded Orphans 2'],
48861,Shingo SUMERAGI,Male,Brown Hair,"['Adult', 'Facial Hair', 'Police']",['Matoi the Sacred Slayer'],
48862,Mommy,Female,Pink Hair,['Lostorage Incited WIXOSS'],,
48863,Minaha IINO,Female,Pink Hair,"['High School Student', 'Rosy Cheeks', 'Teenager']",['Magic of Stella'],
48864,Hanatarou,Multicolored Hair,,"['Animal', 'Horse']",['Touken Ranbu: Hanamaru'],
48865,Boss,Male,Black Hair,['Tawawa on Monday'],,
48866,Chiyo YANAOKA,Female,Red Hair,['Sword Fighter'],['Murciélago'],
48867,Yayoi AMANE,Female,Black Hair,"['Magical Girl', 'Shrine Maiden']",['Matoi the Sacred Slayer'],
48868,Eri KARAN,Female,Pink Hair,"['Hair Antenna', 'Idol', 'Monster Tamer', 'Pigtails', 'Teenager']",['Digimon Universe: App Monsters'],['Digimon Universe: App Monsters']
48869,Rei KATSURA,Male,Green Hair,"['Monster Tamer', 'Teenager']",['Digimon Universe: App Monsters'],['Digimon Universe: App Monsters']
48870,Taira TADAKAZU,Male,Black Hair,"['Athlete', 'High School Student', 'Rugby Player', 'Teenager']",['All Out!!'],['All Out!!']
48871,Welwitschia,Female,Multicolored Hair,['Sadistic'],['FLIP FLAPPERS'],
48872,Moz,Female,Pink Hair,['Adult'],['ACCA: 13-Territory Inspection Dept.'],['ACCA 13-Territory Inspection Department']
48873,Kikuon KIBA,Female,Brown Hair,"['Dark-skinned', 'High School Student', 'Martial Artist', 'Teenager', 'Tomboy']","[""Masamune-kun's Revenge""]","[""Masamune-kun's Revenge""]"
48874,Zui,Female,Green Hair,['Bloodivores'],,
48875,Ryouma SAKAMOTO,Male,Black Hair,"['Historical Figure', 'Politician', 'Samurai', 'Sword Fighter']","['Katsugeki! Touken Ranbu', 'Touken Ranbu: Hanamaru']",
48876,Shiori SUMERAGI,Female,Pink Hair,"['Hair Antenna', 'Shrine Maiden']",['Matoi the Sacred Slayer'],
48877,Tomoe AKIZUKI,Female,Black Hair,"['Cyclist', 'Glasses', 'High School Student', 'Teenager']","['Minami Kamakura High School Girls Cycling Club', ""Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!""]",['Minami Kamakura Koukou Joshi Jitenshabu']
48878,Wadanohara,Female,Brown Hair,"['Braids', 'Gloves', 'Hair Ribbons', 'Hat', 'Magic User', 'Musician', 'Orphan', 'Pianist', 'Pigtails', 'Pointy Ears', 'Witch']","['Wadanohara and the Great Blue Sea', 'Wadanohara and the Great Blue Sea: Sea of Death Arc']",
48879,Houzuki SANZOU,Male,Grey Hair,"['Adult', 'Closed Eyes', 'Face Markings', 'Hat', 'Piercings', 'Prison Guard']",['Nanbaka 2nd Season'],
48880,Clauss,Male,Brown Hair,"['Elemental Powers', 'Ice Powers', 'Magic User']","['Chain Chronicle: The Light of Haecceitas', 'Chain Chronicle: The Light of Haecceitas - Movie 1', 'Chain Chronicle: The Light of Haecceitas - Movie 2', 'Chain Chronicle: The Light of Haecceitas - Movie 3']",
48881,Bell TEINBUREN,Male,,"['Gloves', 'Knight', 'Monk', 'Orphan', 'Sword Fighter']",['Rengoku no Ashe'],
48882,Doran,Male,Brown Hair,"['Facial Hair', 'Royalty']",['Tales of Zestiria: The X (2017)'],
48883,Persuadersmith,Male,Grey Hair,"['Balding', 'Elderly', 'Glasses', 'Gunslinger']","[""Kino's Journey"", ""Kino's Journey -the Beautiful World- the Animated Series""]",
48884,Michiru KOUDA,Female,Grey Hair,"['Clumsy', 'Idol', 'Middle School Student']","['Idol Land PriPara', 'Idol Land PriPara Episode 0', 'Idol Time PriPara']",
48885,Nico,Adult,Band Member,['Fuuka'],['Fuuka'],
48886,Shuon-sama,Male,Grey Hair,"['Closed Eyes', 'Facial Hair', 'Hair Buns', 'Youkai']","[""Natsume's Book of Friends Season 5""]",
48887,Shou NAGAHARA,Male,Brown Hair,"['Middle School Student', 'Teenager']","['Tsukigakirei', 'Tsukigakirei Special']",
48888,Villager's Daughter,Female,Brown Hair,['Child'],['Granblue Fantasy The Animation'],
48889,Rick AYER,Male,,"['Mecha Pilot', 'Space Pirate']",['ID-0'],
48890,Capybara,Female,Brown Hair,"['Animal', 'Anthropomorphic']","['Chokotto Anime Kemono Friends 3', 'Kemono Friends', 'Kemono Friends: Welcome to the Japari Park']",
48891,Koyuki,Female,Red Hair,"['High School Student', 'Teenager']",['Descending Stories: Shouwa Genroku Rakugo Shinjuu'],['Descending Stories: Showa Genroku Rakugo Shinju']
48892,Nono's Mother,Female,Brown Hair,['Adult'],['Urara Meirochou'],
48893,Muse,Female,Brown Hair,"['Circlet', 'Hair Antenna', 'Ponytail']",['Tales of Zestiria: The X (2017)'],
48894,Tetsuji ARAFUNE,Male,Brown Hair,"['Hat', 'Sniper', 'Teenager']","['World Trigger', 'World Trigger 2nd Season']",['World Trigger']
48895,Yuuko KUMAGAI,Female,Black Hair,['Teenager'],"['World Trigger', 'World Trigger 2nd Season']",['World Trigger']
48896,Daisen YOURIKI,Male,Multicolored Hair,"['Adult', 'Prison Guard']",['Nanbaka 2nd Season'],
48897,Boss,Female,Multicolored Hair,['Animal Ears'],"[""Akiba's Trip: The Animation""]",
48898,Necolumbus Event Worker,Female,Brown Hair,['Hat'],['Himouto! Umaru-chan'],
48899,Nassu,Male,Purple Hair,['Dancer'],['Himouto! Umaru-chan'],
48900,Miko SONADA,Female,,"['High School Student', 'Teenager']",['Living-Room Matsunaga-san'],
48901,Yuuka TOMINAGA,Female,Brown Hair,['Child'],['Beautiful Bones: Sakurako’s Investigation'],
48902,Moe SAWANO,Female,Brown Hair,"['Actor', 'Adult', 'Pigtails']",['Sakura Quest'],
48903,Shoichi KUSANAGI,Male,Purple Hair,"['Facial Hair', 'Hacker']",['Yu-Gi-Oh! VRAINS'],
48904,Female Oni,Female,Black Hair,"['Demon', 'Horns']",['The Eccentric Family 2'],
48905,Kanon SHIMURA,Female,Blonde Hair,"['Hair Drills', 'Teenager']",['Action Heroine Cheer Fruits'],
48906,Subaru WAKABA,Female,Green Hair,"['High School Student', 'Teenager']",['Battle Girl High School'],['Battle Girl High School (Light Novel)']
48907,Sougen,Male,Black Hair,"['Adult', 'Bisexual', 'LGBT+', 'Monk']",['Buddhist Priest & A Spider'],
48908,Satsuki TACHIBANA,Female,Blonde Hair,"[""Watari-kun's ****** Is About to Collapse""]",,
48909,Sarutobi SASUKE,Male,Brown Hair,"['Analytical', 'Glasses', 'Historical Figure']",['Ikemen Sengoku: Bromances Across Time'],
48910,Prelati,Female,Brown Hair,"['Alchemist', 'Glasses', 'Hat']","['Symphogear AXZ', 'Symphogear AXZ Specials']",
48911,Misaki,Female,Black Hair,"['Headband', 'Idol']",['18if'],
48912,Jatice LOWFAN,Male,Grey Hair,"['Cruel', 'Glasses', 'Hat', 'Magic User', 'Manipulative']",['Akashic Records of Bastard Magic Instructor'],"['Akashic Records of Bastard Magic Instructor', 'Akashic Records of Bastard Magic Instructor (Light Novel)']"
48913,Sumire,Female,,['Fire Force'],['Fire Force'],
48914,Gaaruru,Female,Black Hair,"['Idol', 'Pigtails']","['Idol Land PriPara', 'Idol Land PriPara Episode 0', 'Idol Time PriPara', 'PriPara 2', 'PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!', 'Tobidasu PriPara: Minna de Mezase! Idol☆Grand Prix']",
48915,Gazelle,Female,Black Hair,"['Dark-skinned', 'Glasses', 'Spy', 'Teenager']","['Princess Principal', 'Princess Principal: Crown Handler - Chapter 1', 'Princess Principal: Crown Handler - Chapter 2']",
48916,Cyclops,Male,,"['Abnormally Tall', 'Cyclops', 'Monster']",['Castlevania'],
48917,Principal,Female,Multicolored Hair,"['Cape', 'School Principal']",['Hina Logi: From Luck & Logic'],
48918,Asuma OGASAWARA,Male,Multicolored Hair,"['Adult', 'Idol']",['Dream Festival! R'],
48919,Minoru,Male,Black Hair,['Freckles'],"['DAOKO x Kenshi Yonezu: Uchiage Hanabi', 'Fireworks']",
48920,Blonde Predator Girl,Female,Blonde Hair,"['High School Student', 'Mole', 'Teenager']",['Handa-kun'],['Handa-kun']
48921,Black-Haired Predator Girl,Female,Black Hair,"['Closed Eyes', 'High School Student', 'Teenager']",['Handa-kun'],['Handa-kun']
48922,Pakuyasa,Male,White Hair,['Overweight'],"['Gintama.', 'Gintama: Porori-hen']",['Gintama']
48923,Nanami TAKUMI,Female,Black Hair,"['High School Student', 'Teenager']","[""King's Game""]","[""King's Game: Extreme""]"
48924,Magire KAKUREMINO,Male,Brown Hair,"['Child', 'Ninja', 'Shy']",['Boruto: Naruto Next Generations'],
48925,Nene ITAGAKI,Female,Black Hair,"['Announcer', 'Closed Eyes', 'High School Student', 'Ponytail', 'Teenager']",['Two Car'],
48926,Hitomi ISEKI,Female,Green Hair,"['Biker', 'High School Student', 'Racer', 'Teenager']",['Two Car'],
48927,Zunoo,Male,Black Hair,"['Alien', 'Topknot']",['Dragon Ball Super'],['Dragon Ball Super']
48928,Goyelems,Male,Grey Hair,"['Cape', 'Facial Hair', 'Helmet']",['Elegant Youkai Apartment Life'],
48929,Masashiro,Female,,"['Animal', 'Anthropomorphic']","['Aggretsuko 2', 'Aggretsuko (2016)', 'Aggretsuko 4']",
48930,Momoka SUZUKI,Female,Brown Hair,"['Glasses', 'High School Student', 'Teenager']",['Just Because!'],
48931,Gun-toting Shopkeeper,Male,White Hair,"['Balding', 'Elderly', 'Facial Hair', 'Gunslinger', 'Merchant']","[""Kino's Journey -the Beautiful World- the Animated Series""]",
48932,Toukichi,Male,Brown Hair,"['Animal', 'Rosy Cheeks']",['Sengoku Night Blood'],['Sengoku Night Blood']
48933,Doctor Fujiyuki,Male,Black Hair,"['Adult', 'Doctor', 'Psychic Powers']",['Elegant Youkai Apartment Life'],
48934,Sylphia RUGENBERG,Female,Blonde Hair,"['Armor', 'Elemental Powers', 'Foreigner', 'Gloves', 'Knight', 'Magic User', 'Ponytail', 'Slave', 'Sword Fighter', 'Wind Powers']","['Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem', 'Isekai Shihai no Skill Taker: Zero kara Hajimeru Dorei Harem (Light Novel)']",
48935,Hikari,Female,Blue Hair,['Himouto! Umaru-chan R'],,
48936,Jiki,Male,,"['Magic User', 'Teenager']",['Children of the Whales'],
48937,Enra,Male,,['Jigoku no Enra'],,
48938,Gueldre POIZOT,Male,Brown Hair,"['Adult', 'Cape', 'Gloves', 'Guild Master', 'Knight', 'Magic User', 'Masks', 'Nobility', 'Selfish', 'Wealthy']","['Black Clover', 'Black Clover: Jump Festa 2016 Special', 'Black Clover: The All Magic Knights Thanksgiving Festa']",['Black Clover']
48939,Mikan KASUGA,Female,,['Nun'],['UQ Holder!'],['UQ Holder!']
48940,Club President 2,Female,Brown Hair,"['High School Student', 'Teenager']",['Elegant Youkai Apartment Life'],
48941,Aki TOUJOU,Male,Black Hair,"['Adult', 'Brother Complex', 'Gay', 'Gynophobia', 'LGBT+', 'Uke']",['3-pun Instant no Chinmoku'],
48942,Takeshi INUYASHIKI,Male,Black Hair,"['Middle School Student', 'Teenager']",['Inuyashiki: Last Hero'],['Inuyashiki']
48943,Marie INUYASHIKI,Female,Brown Hair,['Adult'],['Inuyashiki: Last Hero'],['Inuyashiki']
48944,Hiro's Father,Male,Brown Hair,"['Adult', 'Facial Hair']",['Inuyashiki: Last Hero'],['Inuyashiki']
48945,Yukitoshi KIRITANI,Male,Grey Hair,['Adult'],['Blood Blockade Battlefront & Beyond'],['Blood Blockade Battlefront']
48946,Renga KOKUBOU,Male,Grey Hair,"['Headband', 'Ninja']",['Boruto: Naruto Next Generations'],
48947,Arthur PENDRAGON,Female,Blonde Hair,"['Hair Ribbons', 'Magical Girl', 'Sword Fighter', 'Teenager']","['Maerchen Maedchen', 'Maerchen Maedchen Specials']","['Märchen Mädchen', 'Märchen Mädchen (Light Novel)']"
48948,Nick,Male,,['Child'],['Black Clover'],['Black Clover']
48949,Olga SUGURI,Female,Blonde Hair,"['Beatless', 'Beatless: Final Stage', 'Beatless: Intermission']","['Beatless: Dystopia', 'Beatless (Light Novel)']",
48950,Oven CHARLOTTE,Male,,"['Adult', 'Cape', 'Facial Hair', 'Pirate', 'Superpowers', 'Triplet']",['One Piece'],['One Piece']
48951,Iroha GOJOU,Female,Black Hair,"['Closed Eyes', 'Hair Buns', 'School Principal']","['Katana Maidens: Toji no Miko', 'Katana Maidens: Toji no Miko Recap']",
48952,Narrator,Male,,['Killing Bites'],,
48953,Hae-Gyung KIM,Male,Brown Hair,['Adult'],['Shall We Have Dinner Tonight?'],
48954,Elliot LELAND,Male,Blonde Hair,"['Adult', 'Military']","['Godzilla Movie 1: Planet of the Monsters', 'Godzilla Movie 3: The Planet Eater']",
48955,Naohiko FUJINO,Male,,"['Ice Skater', 'Pop Culture Icon', 'Reporter']",['Yuri!!! on Ice'],
48956,Gakuensai Jimukyokuchou,Male,Black Hair,"['Student Council', 'University Student']","['The Night is Short, Walk On Girl']",
48957,Sosogu HOSHIFURI,Female,Pink Hair,"['Hair Ribbons', 'High School Student', 'Teenager']","['Pop Team Epic', 'Pop Team Epic (2019)']",['Hoshiiro Girldrop Comic Anthology']
48958,Ragus,Male,Turquoise Hair,"['Big Ego', 'Elemental Powers', 'Headband', 'Lightning Powers', 'Magic User', 'Military']",['Black Clover'],['Black Clover']
48959,Kunoichi,Female,Pink Hair,"['Hair Antenna', 'Ninja', 'Pigtails', 'Scantily-clad', 'Scarf']",['Bikini Warriors OVA'],
48960,Rin,Female,Black Hair,"['Hair Drills', 'Ponytail', 'Sword Fighter']",['The Silver Guardian II'],
48961,Yoshio TANAKA,Male,Black Hair,"['Adult', 'Elemental Powers', 'Facial Hair', 'Fire Powers', 'Gloves', 'Healing Powers', 'Magic User', 'Person in a Strange World', 'Pervert']","['Tanaka: Nenrei Equal Kanojo Inaireki no Mahoutsukai (Light Novel)', 'Tanaka: Nenrei Equal Kanojo Inaireki no Mahoutsukai - The Comic', 'Tanaka no Atelier: Nenrei = Kanojo Inaireki no Mahoutsukai']",
48962,Asuna KISAKI,Female,Blonde Hair,['Detective'],['Occultic;Nine'],"['Occultic;Nine', 'Occultic;Nine (Light Novel)']"
48963,Nobutora NAKATA,Male,Black Hair,"['Adult', 'Biker', 'Scar', 'Smoker']",['Mods'],
48964,Liza,Female,Brown Hair,"['Magic User', 'Pigtails', 'Teenager']",['Last Period: the journey to the end of the despair'],
48965,Roze,Female,Pink Hair,['Gloves'],"[""Today's Cerberus""]",
48966,Katen,Male,Multicolored Hair,['Animal'],['Hakumei and Mikochi'],
48967,Takashi KOMABA,Male,Black Hair,['Teenager'],['Crossing Time'],['Crossing Time']
48968,Izuru MINEZAWA,Male,Grey Hair,"['High School Student', 'Sword Fighter']",['Caligula'],
48969,Kotarou TOMOEI,Male,Brown Hair,"['High School Student', 'Sunglasses']",['Caligula'],
48970,Yuuga OHTA,Male,Brown Hair,['Dorei-ku: The Animation'],['Dorei-ku: Boku to 23-nin no Dorei'],
48971,Asa,Spider,,['Giant Spider & Me: A Post-Apocalyptic Tale'],,
48972,Noah MONTOIR,Male,Black Hair,"[""Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy""]",,
48973,Aiko's Father,Male,Black Hair,"['Adult', 'Glasses']",['A.I.C.O. Incarnation'],
48974,Eiji YARIBA,Male,Black Hair,"['Adult', 'Part Time Employee']","['29 to JK', '29 to JK (Light Novel)']",
48975,Futami,Male,Brown Hair,['Thief'],['Naruto Shippuden'],
48976,Lord Bayon,Male,,"['Demon', 'Horns', 'Masks', 'Nobility', 'Ruthless']",['The Promised Neverland'],
48977,Kiri MUKAE,Female,Black Hair,"['Idol', 'Sickly', 'Teenager', 'Wealthy']",['Music Girls'],
48978,Ro,Male,Black Hair,['Ninja'],['Naruto Shippuden'],
48979,Gakuto SAKURAI,Male,Black Hair,"['Adult', 'Board Game Player']","['March Comes in like a Lion', 'March Comes in like a Lion 2nd Season']",
48980,Hinae HIBAJIRI,Female,Brown Hair,"['Adult', 'Cook']",['FLCL: Progressive'],
48981,Harumi KUMASHIRO,Female,Brown Hair,"['Martial Artist', 'Mecha Pilot']",['Planet With'],
48982,Saiki,Male,Grey Hair,['Adult'],['Crossing Time'],['Crossing Time']
48983,Brown Bess,Male,Blonde Hair,['Gunslinger'],['The Thousand Musketeers'],
48984,Bellion,Demon,Sword Fighter,['The Seven Deadly Sins Movie: Prisoners of the Sky'],,
48985,Naoe KANNO,Female,Blue Hair,"['Brave Witches', 'World Witches Take Off!']",,
48986,Alex,Female,Brown Hair,['Boyfriend of the Dead'],,
48987,Tigerwolf,Male,Grey Hair,"['Animal', 'Martial Artist', 'Mecha Pilot', 'Ponytail', 'Wolf']",['Gundam Build Divers'],
48988,Douen,Male,Grey Hair,"['Doctor', 'Prisoner', 'Stoic']",['Angolmois: Record of Mongol Invasion'],
48989,Hyesong KIM,Male,,"['Adult', 'Gay', 'LGBT+', 'Piercings']",['If You Hate Me So'],
48990,Mirja KITORA,Female,Grey Hair,"['Analytical', 'Braids', 'Glasses', 'High School Student', 'Sword Fighter', 'Teenager']","['Katana Maidens: Mini Toji', 'Katana Maidens: Toji no Miko', 'Katana Maidens: Tomoshibi']",
48991,Cuello,Female,Grey Hair,['Dark-skinned'],['Dances with the Dragons'],
48992,Takezou RYUUZOUJI,Male,,"['Bald', 'Big Eater', 'Mecha Pilot']",['Planet With'],
48993,Min Gyung BANG,Female,Black Hair,"['Adult', 'Tattoo']",['My Pet Bat'],
48994,Sana,Female,Brown Hair,['Ponytail'],['Angolmois: Record of Mongol Invasion'],
