,Names,Gender,Hair_Color,Tags,Anime,Manga
11736,Kannuki,Male,Blonde Hair,"['Adult', 'Eye Patch', 'Teacher']",['Nabari no Ou'],['Nabari no Ou']
11737,Soumei SHIMIZU,Male,Black Hair,"['Adult', 'Ninja']",['Nabari no Ou'],['Nabari no Ou']
11738,Jean DE DROUANT,Male,Blonde Hair,['Knight'],['Maria the Virgin Witch'],
11739,Musashi MIYAMOTO,Male,,['Facial Hair'],['Shura no Toki: Age of Chaos'],
11740,Mutsu IZUMI,Shura no Toki: Age of Chaos,,,,
11741,Carl JENKINS,Male,Black Hair,"['Starship Troopers', 'Starship Troopers: Invasion']",,
11742,Otis HACKS,Male,Black Hair,['Military'],['Starship Troopers: Invasion'],
11743,Holy Man,Male,Brown Hair,"['Military', 'Tattoo']",['Starship Troopers: Invasion'],
11744,Jonah,Female,Black Hair,['Military'],['Starship Troopers: Invasion'],
11745,Alphard SMITH,Male,,['Starship Troopers'],,
11746,Dunn,Male,,['Military'],['Starship Troopers'],
11747,Takashi TSUKISHIMA,Male,Brown Hair,"['Adult', 'Cook', 'Tone Deaf']",['Kirarin Revolution'],['Kirarin Revolution']
11748,Sayaka,Female,Brown Hair,"['Hair Buns', 'Teenager']",['Kirarin Revolution'],['Kirarin Revolution']
11749,Wakkun,Male,Blonde Hair,['Zettai Shounen'],,
11750,Rieko YAMATO,Female,Brown Hair,['Zettai Shounen'],,
11751,Shione UNNO,Female,Brown Hair,['Zettai Shounen'],,
11752,Masaki MAKABE,Male,Brown Hair,['Zettai Shounen'],,
11753,Rin,Female,Green Hair,['Bird'],"['Jewelpet', 'Jewelpet Happiness', 'Jewelpet Kira Deco!', 'Jewelpet Sunshine', 'Jewelpet Twinkle']",
11754,Kohaku,Jewelpet,Jewelpet Happiness,,,
11755,King,Male,Pink Hair,['Crown'],"['Jewelpet', 'Jewelpet Happiness', 'Jewelpet Kira Deco!', 'Jewelpet Magical Change', 'Jewelpet Movie: Sweets Dance Princess', 'Jewelpet Sunshine', 'Jewelpet Twinkle']",
11756,Prase,Jewelpet,Jewelpet Happiness,,,
11757,Rald,Male,Multicolored Hair,['Hat'],"['Jewelpet', 'Jewelpet Happiness', 'Jewelpet Kira Deco!', 'Jewelpet Sunshine', 'Jewelpet Twinkle']",
11758,Nicola,Male,Blonde Hair,"['Child', 'Freckles']",['Jewelpet Twinkle'],
11759,Lapis,Jewelpet,Jewelpet Happiness,,,
11760,Marie SAKURA,Female,Brown Hair,"['Adult', 'Editor']",['Jewelpet Twinkle'],
11761,Catherine Grand Maniel Chocola JULLIANGELI,Female,,['Jewelpet Twinkle'],,
11762,Aqua,Male,,"['Jewelpet', 'Jewelpet Happiness', 'Jewelpet Kira Deco!', 'Jewelpet Sunshine', 'Jewelpet Twinkle']",,
11763,Nanae KAYAMA,Super Doll Licca-chan,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,,,
11764,Willybit,Male,Brown Hair,"['Child', 'Hat', 'Tiny Person']","[""The Littl' Bits""]",
11765,Snagglebit,Male,Brown Hair,"['Buck Teeth', 'Child', 'Freckles', 'Hat', 'Mischievous', 'Selfish', 'Tiny Person']","[""The Littl' Bits""]",
11766,Browniebit,Male,Brown Hair,"['Child', 'Cowardly', 'Hat', 'Tiny Person']","[""The Littl' Bits""]",
11767,Grumpabit,Male,Brown Hair,"['Adult', 'Breathtaking Beard', 'Facial Hair', 'Hat', 'Tiny Person']","[""The Littl' Bits""]",
11768,Hikari,Female,,"['Elementary School Student', 'Ponytail']",['Twin Star Exorcists'],
11769,Chieko,Female,,"['Elementary School Student', 'Glasses']",['Twin Star Exorcists'],
11770,Ken,Male,Brown Hair,"['Animation Runner Kuromi', 'Animation Runner Kuromi 2']",,
11771,Usada's Father,Male,Blonde Hair,"['Facial Hair', 'Hair Antenna']",['Di Gi Charat'],
11772,Retsu AKAGI,Jewelpet Kira Deco!,,,,
11773,Kiichi FURANO,Blonde Hair,,['Overweight'],['Jewelpet Kira Deco!'],
11774,Honey,Blonde Hair,,"['Jewelpet Kira Deco!', 'Jewelpet Movie: Sweets Dance Princess']",,
11775,Jyaki,Male,Purple Hair,"['Demon', 'Horns', 'Pointy Ears']",['Yu Yu Hakusho'],
11776,Mikiko,Female,Brown Hair,['5-tou ni Naritai.'],,
11777,Michiko TANAKA,5-tou ni Naritai.,,,,
11778,Freppu,Male,Black Hair,['Horus: Prince of the Sun'],,
11779,Chiro,Animal,,['Horus: Prince of the Sun'],,
11780,Koro,Male,Brown Hair,"['Animal', 'Bear']",['Horus: Prince of the Sun'],
11781,Johnny BURNETTE,Male,Blonde Hair,['Juusoukikou Dancougar Nova'],,
11782,Klein SANDMAN,Male,Purple Hair,['Wealthy'],"['Gravion', 'Gravion Zwei', 'Juusoukikou Dancougar Nova']",['Choujuushin Gravion (Light Novel)']
11783,Seizaburo TACHIBANA,Male,,"['Adult', 'Bodyguard', 'Sunglasses']",['Ouran High School Host Club'],
11784,Mei YASUMURA,Female,Blonde Hair,"['Gyaru', 'High School Student', 'Teenager']",['Ouran High School Host Club'],
11785,Mr. Hitachiin,Male,,"['Computer Programmer', 'Facial Hair', 'Wealthy']",['Ouran High School Host Club'],
11786,Taro ASO,Male,Black Hair,"['Parody Character', 'Politician', 'Smoker']",['Mudazumo Naki Kaikaku'],['Mudazumo Naki Kaikaku']
11787,Pope Benedict the 16th,Male,White Hair,"['Board Game Player', 'Hat', 'Historical Figure', 'Parody Character', 'Priest']",['Mudazumo Naki Kaikaku'],['Mudazumo Naki Kaikaku']
11788,Masaru HONGO,Male,,"['Ganbare! Kickers', 'Ganbare! Kickers: Bokutachi no Densetsu', 'Ganbare! Kickers Specials']",,
11789,Streetwise,Robot,,['Transformers: Scramble City'],,
11790,Warpath,Robot,,['Transformers: Scramble City'],,
11791,Silverbolt,Robot,,['Transformers: Scramble City'],,
11792,Slingshot,Robot,,['Transformers: Scramble City'],,
11793,Fireflight,Robot,,['Transformers: Scramble City'],,
11794,Skydive,Robot,,['Transformers: Scramble City'],,
11795,Air Raid,Robot,,['Transformers: Scramble City'],,
11796,Motormaster,Transformers: Scramble City,,,,
11797,Drag Strip,Robot,,['Transformers: Scramble City'],,
11798,Dead End,Male,,['Robot'],"['Chou Seimeitai Transformers: Beast Wars Neo', 'Transformers: Scramble City']",
11799,Wildrider,Robot,,['Transformers: Scramble City'],,
11800,Vortex,Robot,,['Transformers: Scramble City'],,
11801,Onslaught,Robot,,['Transformers: Scramble City'],,
11802,Brawl,Robot,,['Transformers: Scramble City'],,
11803,Sparkplug WITWICKY,Transformers: Scramble City,,,,
11804,Brainstorm,Robot,,['Transformers: The Headmasters'],,
11805,Doublecross,Robot,,['Transformers: The Headmasters'],,
11806,Repugnus,Robot,,['Transformers: The Headmasters'],,
11807,Superion,Robot,,['Transformers: The Headmasters'],,
11808,Ginrai,Transformers: Super-God Masterforce,,,,
11809,Godbomber,Transformers: Super-God Masterforce,,,,
11810,Pierre BURNIER,Male,Brown Hair,"['Adult', 'Facial Hair']",['Alps Stories: My Annette'],
11811,Nicholas,Alps Stories: My Annette,,,,
11812,Danny,Alps Stories: My Annette,,,,
11813,Narrator,Alps Stories: My Annette,,,,
11814,Marie HANAZONO,Female,Purple Hair,['Jewelpet Happiness'],,
11815,Juushirou MOURI,Male,Brown Hair,['Jewelpet Happiness'],,
11816,Bagris,Male,Grey Hair,"['Artificial Intelligence (AI)', 'Monster']",['Log Horizon 2'],
11817,Boot,Lady Jewelpet,,,,
11818,Rector,Female,Brown Hair,['Glasses'],['Lady Jewelpet'],
11819,Momona's Mother,Female,,['Lady Jewelpet'],,
11820,Lady Jewel,Female,,['Lady Jewelpet'],,
11821,Momona's Father,Male,,['Lady Jewelpet'],,
11822,Hermann VAN DAAN,Male,Brown Hair,"['Adult', 'Balding', 'Historical Figure', 'Homeless', 'Pipe', 'Smoker']","['Anne no Nikki', 'Anne no Nikki: Anne Frank Monogatari']",
11823,Petronella VAN DAAN,Female,Brown Hair,"['Adult', 'Historical Figure', 'Homeless']","['Anne no Nikki', 'Anne no Nikki: Anne Frank Monogatari']",
11824,Bighorn,Male,,['Robot'],"['Beast Wars II Chou Seimeitai Transformers', 'Beast Wars II Chou Seimeitai Transformers Movie']",
11825,Scuba,Robot,,"['Beast Wars II Chou Seimeitai Transformers', 'Beast Wars II Chou Seimeitai Transformers Movie']",,
11826,Zolgia,Male,White Hair,"['Balding', 'Cape', 'Cruel', 'Demon', 'Elemental Powers', 'Facial Hair', 'Fire Powers', 'Horns', 'Magic User', 'Pointy Ears', 'Ruthless', 'Selfish', 'Sword Fighter']","['The Testament of Sister New Devil', 'The Testament of Sister New Devil BURST']","['The Testament of Sister New Devil', 'The Testament of Sister New Devil (Light Novel)', 'The Testament of Sister New Devil STORM!']"
11827,Anzu IKEDA,Female,,"['Child', 'Elementary School Student']",['Usotsuki Mi-kun to Kowareta Ma-chan: Totteoki no Uso'],
11828,Mariette,Female,Brown Hair,['Maid'],['A Little Princess Sara'],
11829,Mr. Carrisford,Male,,['A Little Princess Sara'],,
11830,Eliza,Female,,['A Little Princess Sara'],,
11831,Halca HEPBURN,Female,Blonde Hair,"['Adult', 'Teacher']",['Legendz: Yomigaeru Ryuuou Densetsu'],
11832,Wolfy,Male,Multicolored Hair,['Werewolf'],['Legendz: Yomigaeru Ryuuou Densetsu'],
11833,Tatsugoro SAITO,Male,Grey Hair,"['Facial Hair', 'Ghost', 'Small Stature']",['Haunted Junction'],
11834,Yuka EISHIYA,Female,Blonde Hair,['Neuro: Supernatural Detective'],,
11835,Tetsuyuki HOMURA,Male,Blonde Hair,['Bandana'],['Neuro: Supernatural Detective'],['Majin Tantei Nougami Neuro']
11836,Tadanobu ASADA,Male,Black Hair,"['Glasses', 'Overweight']",['Neuro: Supernatural Detective'],['Majin Tantei Nougami Neuro']
11837,Shouko HAYAMI,Female,Brown Hair,['Police'],['Neuro: Supernatural Detective'],
11838,Mio KAKEI,Female,Brown Hair,['Glasses'],['Neuro: Supernatural Detective'],
11839,Yang,Female,Red Hair,['Sword Fighter'],['Bleach Movie 2: The DiamondDust Rebellion'],
11840,Coolun,Rosy Cheeks,,"['Pretty Rhythm: Rainbow Live', 'PriPara Movie: Minna Atsumare! Prism Tours']",,
11841,Starn,Rosy Cheeks,,['Pretty Rhythm: Rainbow Live'],,
11842,Katsuragi,Bokurano,,,,
11843,Harue,Bokurano,,,,
11844,Harue's Husband,Male,,['Bokurano'],,
11845,Kouichi KOMODA,Male,,['Adult'],['Bokurano'],['Bokurano: Ours']
11846,Ao Hanten,Female,Blue Hair,"['Ghost', 'Hair Ribbons']",['Haunted Junction'],
11847,Akamanto Kamen,Male,Grey Hair,"['Cape', 'Ghost', 'Masks', 'School Idol']",['Haunted Junction'],
11848,Haruo SATO,Male,,['Ghost'],['Haunted Junction'],
11849,Edytha NEUMANN,Female,Orange Hair,['Military'],['Strike Witches: Operation Victory Arrow'],
11850,Sancho,Male,Brown Hair,"['Adult', 'Cowardly', 'Hat', 'Overweight', 'Traveler', 'Verbal Tic']",['The Mysterious Cities of Gold'],
11851,High Priest of the Cities of Gold,Male,,"['Adult', 'Masks']",['The Mysterious Cities of Gold'],
11852,Kraka,Male,Black Hair,"['Adult', 'Dark-skinned', 'Hat', 'Piercings']",['The Mysterious Cities of Gold'],
11853,Weyna,Male,,"['Adult', 'Animal Hood', 'Warrior']",['The Mysterious Cities of Gold'],
11854,Ketcha,Male,Brown Hair,"['Adult', 'Dark-skinned', 'Warrior']",['The Mysterious Cities of Gold'],
11855,Dr. Raichi,Male,,"['Alien', 'Facial Hair', 'Inventor', 'Scientist']","['Dragon Ball: Plan to Destroy the Saiyajin', 'Dragon Ball Z: Plan to Destroy the Saiyajin']",
11856,Wars Man,Male,Black Hair,"['Adult', 'Agent of the Afterlife']",['07-Ghost'],['07-Ghost']
11857,Verloren,Male,,['07-Ghost'],,
11858,Nabiki,Male,Brown Hair,"['Adult', 'Facial Hair', 'Military']",['07-Ghost'],['07-Ghost']
11859,Reiko IMAIZUMI,Female,Brown Hair,"['Actor', 'Big Ego']",['Magic Kaito 1412'],['Magic Kaitou']
11860,Megumi FURUHATA,Female,Brown Hair,['Actor'],['Magic Kaito 1412'],['Magic Kaitou']
11861,Alan CARTIER,Male,White Hair,['Adult'],['Magic Kaito 1412'],
11862,Robert,Male,,"['Elderly', 'Magnificent Mustache']",['Magic Kaito 1412'],
11863,Camilla,Male,White Hair,"['Combat Illusionist', 'Headband']","[""B't X""]","[""B't X""]"
11864,Amigo,Male,,"['Cyborg', 'Muscular']","[""B't X""]",
11865,Lyll,Female,Blonde Hair,"['Child', 'Headband']",['Minna Atsumare! Falcom Gakuen SC'],
11866,Chris,Female,Red Hair,['Headband'],['Minna Atsumare! Falcom Gakuen SC'],
11867,Ein SELNERT,Female,Green Hair,['Minna Atsumare! Falcom Gakuen SC'],,
11868,Stella,Female,Green Hair,['Ponytail'],['Minna Atsumare! Falcom Gakuen SC'],
11869,Alternate Adol,Male,Red Hair,"['Armor', 'Warrior']","['Minna Atsumare! Falcom Gakuen', 'Minna Atsumare! Falcom Gakuen SC']",
11870,Falcom Man,Male,Green Hair,['Cape'],['Minna Atsumare! Falcom Gakuen SC'],
11871,Wild Ride,Male,,['Robot'],['Transformers: Robots in Disguise'],
11872,Michael BOOTH,Male,Brown Hair,"['Adult', 'Balding']","['Sushi and Beyond', ""Sushi and Beyond: New Year's Special""]",
11873,Wars,Male,,['Robot'],['Transformers: Robots in Disguise'],
11874,X-Car,Male,,['Robot'],['Transformers: Robots in Disguise'],
11875,Armorhide,Male,,['Robot'],['Transformers: Robots in Disguise'],
11876,Mega-Octane,Male,,['Robot'],['Transformers: Robots in Disguise'],
11877,Apa,Male,White Hair,"['Breathtaking Beard', 'Facial Hair', 'Hat', 'Small Stature', 'Sunglasses']","['Aria the Benedizione', 'Aria the Natural']",
11878,Akane,Female,Blonde Hair,"['Aria the Avvenire', 'Aria the Natural']",,
11879,Akatsuki's Mother,Female,Brown Hair,['Adult'],['Aria the Natural'],
11880,Ayumi K. JASMINE,Female,Brown Hair,"['Aria the Crepuscolo', 'Aria the Origination', 'Aria the Origination Picture Drama']",['Aria'],
11881,Anzu YUMENO,Female,Black Hair,"['Aria the Crepuscolo', 'Aria the Origination', 'Aria the Origination Picture Drama']",['Aria'],
11882,Parsley,Female,,"['Anthropomorphic', 'Food Character']",['BAR Kiraware Yasai'],
11883,Master,Male,Black Hair,"['Bartender', 'Facial Hair']",['BAR Kiraware Yasai'],
11884,Professor Clover,Male,,['Masks'],"['Joker', 'Joker 2']",['Kaitou Joker']
11885,DJ Peacock,Male,Multicolored Hair,"['Joker', 'Joker 2']",['Kaitou Joker'],
11886,Nano-Nano PUDDING,Female,Blue Hair,['Galaxy Angel Rune'],['Galaxy Angel II'],
11887,Apricot SAKURABA,Female,Blonde Hair,['Hair Ribbons'],['Galaxy Angel Rune'],['Galaxy Angel II']
11888,Guido L'CRUSELLE,Male,,"['Okobore Hime to Entaku no Kishi', 'Okobore Hime to Entaku no Kishi (Light Novel)']",,
11889,Friedhelm L'CRUSELLE,Female,,"['Okobore Hime to Entaku no Kishi', 'Okobore Hime to Entaku no Kishi (Light Novel)']",,
11890,Alice IMAI,Female,Black Hair,['Gundam Build Fighters'],,
11891,Mahiru SHIGURE,Female,Pink Hair,['Gundam Build Fighters Try'],,
11892,Yukio OKAMOTO,Male,Black Hair,['Gundam Build Fighters Try'],,
11893,Matsushita,Male,Black Hair,['Police'],['Goku: Midnight Eye'],
11894,Aoi KIRIYA,Male,White Hair,['Photographer'],['Kare First Love'],
11895,Sparkplug,Male,,['Robot'],['Transformers: Armada'],
11896,Jolt,Male,,['Robot'],"['Transformers: Armada', 'Transformers: Cybertron']",
11897,Overload,Male,,['Robot'],['Transformers: Armada'],
11898,Longarm,Male,,['Robot'],['Transformers: Armada'],
11899,Leader-1,Male,,['Robot'],['Transformers: Armada'],
11900,Blackout,Male,,['Robot'],"['Transformers: Armada', 'Transformers: Energon', 'Transformers: Energon Special']",
11901,Crosswise,Male,,['Robot'],"['Transformers: Armada', 'Transformers: Cybertron']",
11902,Hiroki SAKURAI,Male,,['Koizora'],,
11903,Ren HINAKI,Male,,['Middle School Student'],['Yumekui Merry'],
11904,Ahito,Male,Grey Hair,"[""Hibiki's Magic""]",,
11905,Nazuna,Female,,"[""Hibiki's Magic""]",,
11906,Teruru ICHIGAYA,Female,,"['Android', 'Pigtails', 'Robot', 'Tsundere']",['Knights of Sidonia'],
11907,Hajime MIYAMOTO,Male,,['Kokou no Hito'],,
11908,Yumi SHIRAI,Female,,['Kokou no Hito'],,
11909,Seiliez,Male,,['Royalty'],['Vampire Game'],
11910,Falan,Female,,['Royalty'],['Vampire Game'],
11911,Sharlen,Vampire,,['Vampire Game'],,
11912,Mali PIYASILI,Male,,['Red River'],,
11913,Eisuke KITAMURA,Male,,['Stepping on Roses'],,
11914,Gracia HOSOKAWA,Female,,['Gate 7'],,
11915,Prince,Male,,['Silver Diamond'],,
11916,Miya,Male,,['Adult'],['Silver Diamond'],
11917,Ao Tsubaki,Silver Diamond,,,,
11918,Hakubi SHIRAKAWA,Male,,['Silver Diamond'],,
11919,Kinrei KINGEN,Male,,['Silver Diamond'],,
11920,Kuro,Silver Diamond,,,,
11921,Rinrai SUZUMORI,Female,,['Silver Diamond'],,
11922,Renee,Female,Blonde Hair,"['Cape', 'Demon Hunter', 'Dreadlocks', 'Sword Fighter', 'Warrior']",['Claymore'],
11923,Tesla,Female,Blonde Hair,"['Cape', 'Demon Hunter', 'Sword Fighter', 'Warrior']",['Claymore'],
11924,Europa,Female,,['Monster'],['Claymore'],
11925,Roxanne,Female,Blonde Hair,"['Cape', 'Mole', 'Pigtails', 'Ruthless', 'Selfish', 'Sword Fighter', 'Undead', 'Warrior']",['Claymore'],
11926,Sureshock,Male,,['Robot'],['Transformers: Armada'],
11927,Jetstorm,Male,,['Robot'],['Transformers: Armada'],
11928,Runway,Male,,['Robot'],['Transformers: Armada'],
11929,Sonar,Male,,['Robot'],['Transformers: Armada'],
11930,Mirage,Male,,['Robot'],"['Transformers: Armada', 'Transformers: Energon Special']",
11931,Dune Runner,Male,,['Robot'],['Transformers: Armada'],
11932,Norito OOGAMI,Male,,['Seme'],"[""Yokai's Hunger""]",
11933,Akagachi,Male,,['Youkai'],"[""Yokai's Hunger""]",
11934,Ayame YATSUHASHI,Female,Blonde Hair,"['School Idol', 'Wealthy']",['Ai Kora'],
11935,Marie MORIYA,Female,,"['Higanbana no Saku Yoru ni', 'Higanbana no Saku Yoru ni (Light Novel)']",,
11936,Megumi,Female,Black Hair,"['High School Student', 'Teenager']",['Kyou kara Ore wa!!'],
11937,Satoshi KATAGIRI,Male,Brown Hair,"['Delinquent', 'Honorable Fighter']",['Kyou kara Ore wa!!'],['Kyou kara Ore wa!!']
11938,Yuichi SAKAKIBARA,Male,Black Hair,"['Delinquent', 'Freckles', 'Pompadour', 'Teenager']",['Kyou kara Ore wa!!'],
11939,Naoko MORITAKA,Female,,['GTO'],,
11940,Mayu WAKUI,Female,,['GTO'],,
11941,Tosei YANAGI,Male,Black Hair,"['Facial Hair', 'Hot-Headed', 'Ruthless']",['7 Seeds'],['7 Seeds']
11942,Michitsuna ODA,Male,Brown Hair,"['Actor', 'Adult']",['7 Seeds'],['7 Seeds']
11943,Ukai,Male,,['Teenager'],['7 Seeds'],['7 Seeds']
11944,Uighur,Male,,"['DD Hokuto no Ken', 'Fist of the North Star', 'Fist of the North Star: The Movie', 'Legends of the Dark King: A Fist of the North Star Story']","['Fist of the North Star', 'Legends of the Dark Kings: A Fist of the North Star Story']",
11945,Quattro,Female,,['Magical Girl Lyrical Nanoha StrikerS'],['Magical Girl Lyrical Nanoha StrikerS'],
11946,Dieci,Female,Brown Hair,"['Magical Girl Lyrical Nanoha StrikerS', 'Magical Girl Lyrical Nanoha ViVid']","['Magical Girl Lyrical Nanoha StrikerS', 'Magical Girl Lyrical Nanoha Vivid', 'Mahou Senki Lyrical Nanoha Force']",
11947,Verossa ACOUS,Male,,['Magical Girl Lyrical Nanoha StrikerS'],['Magical Girl Lyrical Nanoha StrikerS'],
11948,Alto KRAUETTA,Magical Girl Lyrical Nanoha StrikerS,,"['Magical Girl Lyrical Nanoha StrikerS', 'Mahou Senki Lyrical Nanoha Force']",,
11949,Tilda LANSTER,Male,,['Magical Girl Lyrical Nanoha StrikerS'],,
11950,Lucino LILIE,Magical Girl Lyrical Nanoha StrikerS,,"['Magical Girl Lyrical Nanoha StrikerS', 'Mahou Senki Lyrical Nanoha Force']",,
11951,Police Chief,Male,Black Hair,"['Police', 'Sunglasses']",['Goku: Midnight Eye'],
11952,Sakuma,Male,Black Hair,['Police'],['Goku: Midnight Eye'],
11953,Tamiya,Male,Black Hair,['Police'],['Goku: Midnight Eye'],
11954,Raijuta ISURUGI,Male,Black Hair,"['Adult', 'Martial Artist']","['Rurouni Kenshin', 'Rurouni Kenshin: Special Techniques']",['Rurouni Kenshin']
11955,Loupe HIGHLAND,Male,,['Glasses'],['Hunter x Hunter (2011)'],['Hunter x Hunter']
11956,Kacho HUI GUO ROU,Female,,['Hunter x Hunter'],,
11957,Fugetsu HUI GUO ROU,Female,,['Hunter x Hunter'],,
11958,Omega Supreme,Male,,['Robot'],"['Transformers: Energon', 'Transformers: War for Cybertron - Earthrise', 'Transformers: War for Cybertron - Siege']",
11959,Padlock,Male,,['Robot'],['Transformers: Energon'],
11960,Barricade,Male,,['Robot'],"['Transformers: Energon', 'Transformers: Energon Special', 'Transformers: War for Cybertron - Earthrise', 'Transformers: War for Cybertron - Kingdom', 'Transformers: War for Cybertron - Siege']",
11961,Alpha Quintesson,Male,,['Robot'],"['Transformers: Energon', 'Transformers: Energon Special']",
11962,Misha MIRAMOND,Female,Brown Hair,['Transformers: Energon'],,
11963,Miranda JONES,Female,Blonde Hair,['Adult'],['Transformers: Energon'],
11964,Sally JONES,Female,Orange Hair,['Transformers: Energon'],,
11965,Mantarou SUWA,Male,Black Hair,['Adult'],"['Perman', 'Perman (1983)']",
11966,Zenoheld,Male,,['Bakugan Battle Brawlers: New Vestroia'],,
11967,Professor Clay,Male,,['Bakugan Battle Brawlers: New Vestroia'],,
11968,Scattorshot,Male,,['Robot'],['Transformers: Cybertron'],
11969,Quickmix,Male,,['Robot'],['Transformers: Cybertron'],
11970,Lugnutz,Male,,['Robot'],['Transformers: Cybertron'],
11971,Menasor,Male,,['Robot'],['Transformers: Cybertron'],
11972,Mudflap,Male,,['Robot'],['Transformers: Cybertron'],
11973,Coby HANSEN,Male,Blonde Hair,['Teenager'],['Transformers: Cybertron'],
11974,Naozumi SAITO,Male,Black Hair,"['Adult', 'Cowardly', 'Glasses']",['GANTZ'],
11975,Relejimana Miya DU LACROA,Female,,['Royalty'],['SD Gundam Force'],
11976,Sayla,Female,,['SD Gundam Force'],,
11977,GunEagle,Male,,['SD Gundam Force'],,
11978,Destroyer Dom,Male,,['SD Gundam Force'],,
11979,Zako Red,Male,,['SD Gundam Force'],,
11980,J.D. GRISHAM,Male,Grey Hair,"['Elderly', 'Military', 'Psychic Powers', 'Scar', 'Scarf']",['Psychic Squad'],['Zettai Karen Children']
11981,Takeshi KAWAMURA,Male,Brown Hair,"['Elementary School Student', 'Psychic Powers']",['Psychic Squad'],['Zettai Karen Children']
11982,Leon D.S. GEESTE,Male,Turquoise Hair,['Star Ocean EX'],"['Star Ocean: Blue Sphere', 'Star Ocean: The Second Story']",
11983,Chizuru,Female,,"['Hat', 'Reporter']",['Karas'],
11984,Ikuno's Father,Male,,['Martial Artist'],['Angel Densetsu'],
11985,Faust ELIPHAS LEVI,Male,,['Magico'],,
11986,Boy,Male,Brown Hair,['Scarf'],['Saint Seiya: Soul of Gold'],
11987,Cloud Buster,Male,,"['Armor', 'Masks', 'Muscular', 'Ninja']",['Ninja Slayer From Animation'],
11988,Yoshirou AKAZAWA,Male,Brown Hair,"['Athlete', 'High School Student', 'Teenager', 'Tennis Player']","['The Prince of Tennis', 'The Prince of Tennis: A Gift from Atobe', 'The Prince of Tennis: The Band of Princes Film Kick the Future', 'The Prince of Tennis: TV Anime-ban Pair Puri Picture Drama']",['Prince of Tennis']
11989,Okuzaki YAEL,Male,White Hair,"['Adult', 'Assassin', 'Eye Patch', 'Gunslinger']","[""Lupin III: Jigen's Gravestone""]",
11990,Maki KAMIYA,Male,Brown Hair,"['Racer', 'University Student']",['Wangan Midnight'],
11991,Eiji KAMIYA,Male,Brown Hair,"['Adult', 'Racer']",['Wangan Midnight'],
11992,Machida,Male,Black Hair,"['Facial Hair', 'Mechanic']",['Wangan Midnight'],
11993,FC3S' Previous Owner,Male,Grey Hair,"['Facial Hair', 'Smoker']",['Wangan Midnight'],
11994,Maa,Male,Blonde Hair,"['High School Student', 'Smoker', 'Teenager']",['Wangan Midnight'],
11995,Koichi HIRAMOTO,Male,Brown Hair,"['Adult', 'Mechanic', 'Racer']",['Wangan Midnight'],
11996,Kokkuri-san,Male,White Hair,"['Kitsune', 'Youkai']",['Uchurei!'],
11997,Harada,Male,Brown Hair,"['Freckles', 'Racer']",['Wangan Midnight'],['Wangan Midnight']
11998,Tanya's Mother,Female,Brown Hair,"['Adult', 'Foreigner']",['Ginban Kaleidoscope'],
11999,Gen SAKAKI,Male,Brown Hair,['Mechanic'],['Wangan Midnight'],
12000,Linda YAMAMOTO,Female,Blonde Hair,['Mecha Pilot'],"['Gunbuster', 'Gunbuster Movie']",
12001,Executive Officer,Male,Black Hair,"['Glasses', 'Hat', 'Military']",['Gunbuster'],
12002,Mansairaku,Male,Multicolored Hair,['Dancer'],['Otogi Zoshi'],
12003,Nara,Female,,['Distant Sky'],,
12004,Yui's Lover,Female,,"['Lesbian', 'LGBT+']",['Houseki-iro no Koi'],
12005,Enkai,Male,Black Hair,"['Buzz Cut', 'Monk']",['Requiem from the Darkness'],
12006,Yasuke,Male,Black Hair,['Youkai'],['Requiem from the Darkness'],
12007,Yae,Female,Black Hair,['Pregnant'],['Requiem from the Darkness'],
12008,Zhuge Liang,Male,,"['Analytical', 'Facial Hair', 'Historical Figure']",['Romance of the Three Kingdoms'],['Sangokushi']
12009,Yuan Shao,Historical Figure,,['Romance of the Three Kingdoms'],,
12010,Zhao Yun,Male,,"['Historical Figure', 'Military']",['Romance of the Three Kingdoms'],
12011,Sun Ce,Historical Figure,,['Romance of the Three Kingdoms'],,
12012,Zhang Liao,Historical Figure,,['Romance of the Three Kingdoms'],['Sangokushi'],
12013,Max ERLICH,Female,,"['Dark-skinned', 'Racer', 'Teenager']",['IGPX: Immortal Grand Prix'],
12014,Yamma,Male,,"['Adult', 'Ponytail', 'Racer', 'Scar']",['IGPX: Immortal Grand Prix'],
12015,Elisa DOOLITTLE,Female,,"['Adult', 'Dark-skinned']",['IGPX: Immortal Grand Prix'],
12016,Jessica DARLIN,Female,,['Teenager'],['IGPX: Immortal Grand Prix'],
12017,Bella DEMARCO,Female,,"['Racer', 'Teenager']",['IGPX: Immortal Grand Prix'],
12018,Yuri JIN,Female,,"['Glasses', 'Teenager']",['IGPX: Immortal Grand Prix'],
12019,Mikiya BANDA,Male,Grey Hair,['The Prince of Tennis'],['Prince of Tennis'],
12020,Michiru FUKUSHI,Male,Black Hair,['The Prince of Tennis'],['Prince of Tennis'],
12021,Light-haired Boy,Male,Blonde Hair,"['Gay', 'High School Student', 'LGBT+', 'Teenager']",['Boys Love (Asumiko NAKAMURA)'],
12022,Dark-Haired Boy,Male,Black Hair,"['Gay', 'High School Student', 'LGBT+', 'Teenager']",['Boys Love (Asumiko NAKAMURA)'],
12023,Shi Ninja,Female,,['Ghost'],['Ninja Slayer From Animation'],
